index,tag,type,tag_replaced,replaced_flag
2173,Chiaroscuro,style_tags,Chiaroscuro,True
2174,Realism,style_tags,Realism,True
2174,Military,style_tags,Military,True
2174,Naturalism,style_tags,Naturalism,True
2174,Detail,style_tags,Detail,True
2174,Subdued Palette,style_tags,Subdued Palette,True
2175,Calligraphy,style_tags,Calligraphy,True
2175,Expressive,style_tags,Expressive,True
2175,Dynamic,style_tags,Dynamic,True
2175,Traditional,style_tags,Traditional,True
2176,Impressionism,style_tags,Impressionism,True
2176,Loose Brushwork,style_tags,Loose Brushwork,True
2176,Light Effects,style_tags,Light Effects,True
2176,Muted Palette,style_tags,Muted Palette,True
2176,Atmospheric,style_tags,Atmospheric,True
2176,Ethereal,style_tags,Ethereal,True
2177,Realism,style_tags,Realism,True
2177,Portraiture,style_tags,Portraiture,True
2177,British,style_tags,British,True
2177,Figurative,style_tags,Figurative,True
2177,Naturalism,style_tags,Naturalism,True
2178,Indian Miniature,style_tags,Indian Miniature,True
2178,Gold Leaf,style_tags,Gold Leaf,True
2178,Vivid Colors,style_tags,Vivid Colors,True
2178,Symbolic,style_tags,Symbolic,True
2179,Realism,style_tags,Realism,True
2179,Naturalistic,style_tags,Naturalistic,True
2179,Precise Brushwork,style_tags,Precise Brushwork,True
2180,American Portraiture,style_tags,American Portraiture,True
2180,Neoclassical,style_tags,Neoclassical,True
2180,Realism,style_tags,Realism,True
2180,Fine Detail,style_tags,Fine Detail,True
2180,Precise Brushwork,style_tags,Precise Brushwork,True
2180,Harmony,style_tags,Harmony,True
2180,Balanced Composition,style_tags,Balanced Composition,True
2180,Naturalistic,style_tags,Naturalistic,True
2181,Landscape,style_tags,Landscape,True
2181,Monochrome,style_tags,Monochrome,True
2181,Fine Brushwork,style_tags,Fine Brushwork,True
2181,Traditional,style_tags,Traditional,True
2182,Northern Renaissance,style_tags,Northern Renaissance,True
2182,Oil,style_tags,Oil,True
2182,Detailed,style_tags,Detailed,True
2182,Rich Color,style_tags,Rich Color,True
2183,Pastoral,style_tags,Pastoral,True
2183,Subdued Palette,style_tags,Subdued Palette,True
2183,Soft Brushwork,style_tags,Soft Brushwork,True
2183,Atmospheric,style_tags,Atmospheric,True
2183,Impressionism,style_tags,Impressionism,True
2184,Romanticism,style_tags,Romanticism,True
2184,Expressive Brushwork,style_tags,Expressive Brushwork,True
2184,Vivid Coloration,style_tags,Vivid Coloration,True
2184,Dynamic,style_tags,Dynamic,True
2184,Movement,style_tags,Movement,True
2185,British Portraiture,style_tags,British Portraiture,True
2185,Realism,style_tags,Realism,True
2185,Detailed Texture,style_tags,Detailed Texture,True
2186,Baroque,style_tags,Baroque,True
2186,Chiaroscuro,style_tags,Chiaroscuro,True
2186,Monochromatic,style_tags,Monochromatic,True
2186,Naturalism,style_tags,Naturalism,True
2186,Portraiture,style_tags,Portraiture,True
2187,Baroque,style_tags,Baroque,True
2187,Dramatic Lighting,style_tags,Dramatic Lighting,True
2187,Rich Coloration,style_tags,Rich Coloration,True
2188,Fine Brushwork,style_tags,Fine Brushwork,True
2188,Monochrome,style_tags,Monochrome,True
2188,Traditional,style_tags,Traditional,True
2188,Naturalism,style_tags,Naturalism,True
2189,Impressionism,style_tags,Impressionism,True
2189,Vibrant,style_tags,Vibrant,True
2189,Vivid Brushwork,style_tags,Bold Brushstrokes,False
2189,Harmonious Palette,style_tags,Harmonious Color Palette,False
2190,Japanese,style_tags,Japanese,True
2190,Gold Leaf,style_tags,Gold Leaf,True
2190,Narrative,style_tags,Narrative,True
2190,Flat Color,style_tags,Flat Color,True
2191,Indian Miniature,style_tags,Indian Miniature,True
2191,Vibrant,style_tags,Vibrant,True
2191,Gold Leaf,style_tags,Gold Leaf,True
2191,Stylization,style_tags,Stylization,True
2191,Ornamentation,style_tags,Ornamentation,True
2192,Portraiture,style_tags,Portraiture,True
2192,Baroque,style_tags,Baroque,True
2192,Rococo,style_tags,Rococo,True
2192,Classicism,style_tags,Classicism,True
2192,Figurative,style_tags,Figurative,True
2193,Realism,style_tags,Realism,True
2193,Portrait,style_tags,Portrait,True
2193,Smooth Brushwork,style_tags,Smooth Brushwork,True
2193,Subdued Color Palette,style_tags,Subdued Color Palette,True
2194,Japanese,style_tags,Japanese,True
2194,Gold Leaf,style_tags,Gold Leaf,True
2194,Elegant,style_tags,Elegant,True
2194,Traditional,style_tags,Traditional,True
2195,Baroque,style_tags,Baroque,True
2195,Chiaroscuro,style_tags,Chiaroscuro,True
2195,Dramatic,style_tags,Dramatic,True
2195,Dynamic,style_tags,Dynamic,True
2195,Movement,style_tags,Movement,True
2196,Baroque,style_tags,Baroque,True
2196,Chiaroscuro,style_tags,Chiaroscuro,True
2196,Dramatic,style_tags,Dramatic,True
2196,Monochromatic,style_tags,Monochromatic,True
2197,Realism,style_tags,Realism,True
2197,Naturalism,style_tags,Naturalism,True
2197,Landscape,style_tags,Landscape,True
2197,Impressionism,style_tags,Impressionism,True
2197,Atmospheric,style_tags,Atmospheric,True
2197,Earthy Tones,style_tags,Earthy Tones,True
2197,Loose Brushwork,style_tags,Loose Brushwork,True
2198,Romantic,style_tags,Romantic,True
2198,Realism,style_tags,Realism,True
2198,Picturesque,style_tags,Picturesque,True
2198,Natural World,style_tags,Natural World,True
2198,Light And Shadow,style_tags,Light And Shadow,True
2199,Romanticism,style_tags,Romanticism,True
2199,Realism,style_tags,Realism,True
2199,Naturalism,style_tags,Naturalism,True
2199,Loose Brushwork,style_tags,Loose Brushwork,True
2199,Plein-Air,style_tags,Plein Air,False
2200,Impressionism,style_tags,Impressionism,True
2200,Dynamic,style_tags,Dynamic,True
2200,Loose Brushwork,style_tags,Loose Brushwork,True
2200,Light And Shadow,style_tags,Light And Shadow,True
2201,Naturalistic,style_tags,Naturalistic,True
2201,Dutch Golden Age,style_tags,Dutch Golden Age,True
2201,Realistic,style_tags,Realistic,True
2201,Perspective,style_tags,Perspective,True
2201,Architectural,style_tags,Architectural,True
2202,Northern Renaissance,style_tags,Northern Renaissance,True
2202,Oil,style_tags,Oil,True
2202,Realism,style_tags,Realism,True
2202,Fine Detail,style_tags,Fine Detail,True
2202,Drapery,style_tags,Drapery,True
2203,Impressionism,style_tags,Impressionism,True
2203,Textural,style_tags,Textural,True
2203,Vibrant Colors,style_tags,Vibrant Colors,True
2203,Loose Brushwork,style_tags,Loose Brushwork,True
2203,Aristocratic,style_tags,Aristocratic,True
2204,Italian Renaissance,style_tags,Italian Renaissance,True
2204,Naturalism,style_tags,Naturalism,True
2204,Detail,style_tags,Detail,True
2204,Realism,style_tags,Realism,True
2204,Humanism,style_tags,Humanism,True
2204,Figurative,style_tags,Figurative,True
2205,Realism,style_tags,Realism,True
2205,Naturalism,style_tags,Naturalism,True
2205,Monochrome,style_tags,Monochrome,True
2205,French,style_tags,French,True
2206,Gestural,style_tags,Gestural,True
2206,Monochrome,style_tags,Monochrome,True
2207,Japanese,style_tags,Japanese,True
2207,Harmonious Composition,style_tags,Harmonious Composition,True
2207,Spiritual,style_tags,Spiritual,True
2207,Tranquil,style_tags,Tranquil,True
2208,Realism,style_tags,Realism,True
2208,Seascape,style_tags,Seascape,True
2208,Luminism,style_tags,Luminism,True
2208,Atmospheric,style_tags,Atmospheric,True
2208,Subtle,style_tags,Subtle,True
2208,Naturalistic,style_tags,Naturalistic,True
2208,Detailed,style_tags,Detailed,True
2208,Tranquil,style_tags,Tranquil,True
2209,Dutch Golden Age,style_tags,Dutch Golden Age,True
2209,Seascape,style_tags,Seascape,True
2209,Realism,style_tags,Realism,True
2209,Fine Brushwork,style_tags,Fine Brushwork,True
2209,Muted Colors,style_tags,Muted Colors,True
2209,Atmospheric Perspective,style_tags,Atmospheric Perspective,True
2210,Romanticism,style_tags,Romanticism,True
2210,Sublime,style_tags,Sublime,True
2210,Chiaroscuro,style_tags,Chiaroscuro,True
2210,Painterly,style_tags,Painterly,True
2210,Dramatic,style_tags,Dramatic,True
2210,Nature,style_tags,Nature,True
2211,Colonial American,style_tags,Colonial American,True
2211,Portraiture,style_tags,Portraiture,True
2211,Realism,style_tags,Realism,True
2211,Oil,style_tags,Oil,True
2211,Detail Oriented,style_tags,Detail Oriented,True
2212,High Renaissance,style_tags,High Renaissance,True
2212,Balanced Composition,style_tags,Balanced Composition,True
2212,Perspective,style_tags,Perspective,True
2212,Graceful,style_tags,Graceful,True
2212,Tranquil,style_tags,Tranquil,True
2212,Harmonious,style_tags,Harmonious,True
2212,Soft Light,style_tags,Soft Light,True
2213,Subtle,style_tags,Subtle,True
2213,Atmospheric,style_tags,Atmospheric,True
2213,Ethereal,style_tags,Ethereal,True
2213,Soft Brushwork,style_tags,Soft Brushwork,True
2213,Light And Shadow,style_tags,Light And Shadow,True
2214,Realism,style_tags,Realism,True
2214,Portraiture,style_tags,Portraiture,True
2214,Chiaroscuro,style_tags,Chiaroscuro,True
2214,Fine Detailing,style_tags,Fine Detail,False
2215,Mannerism,style_tags,Mannerism,True
2215,Renaissance,style_tags,Renaissance,True
2215,Italian,style_tags,Italian,True
2215,Elegant,style_tags,Elegant,True
2215,Colorful,style_tags,Colorful,True
2215,Detailed,style_tags,Detailed,True
2216,Impressionism,style_tags,Impressionism,True
2216,Loose Brushwork,style_tags,Loose Brushwork,True
2216,Naturalism,style_tags,Naturalism,True
2216,Perspective,style_tags,Perspective,True
2216,Movement,style_tags,Movement,True
2217,Realism,style_tags,Realism,True
2217,Symbolism,style_tags,Symbolism,True
2217,Romanticism,style_tags,Romanticism,True
2217,Spiritual,style_tags,Spiritual,True
2217,Naturalism,style_tags,Naturalism,True
2217,Ethereal,style_tags,Ethereal,True
2218,Neoclassical,style_tags,Neoclassical,True
2218,Light And Shadow,style_tags,Light And Shadow,True
2219,Romantic,style_tags,Romantic,True
2219,Expressive,style_tags,Expressive,True
2219,Emotional,style_tags,Emotional,True
2219,Dynamic,style_tags,Dynamic,True
2219,Earthen Tones,style_tags,Earthy Tones,False
2219,Light And Shadow,style_tags,Light And Shadow,True
2219,Naturalism,style_tags,Naturalism,True
2220,Traditional,style_tags,Traditional,True
2220,Delicate Brushwork,style_tags,Delicate Brushwork,True
2220,Vibrant Colors,style_tags,Vibrant Colors,True
2220,Dynamic Composition,style_tags,Dynamic Composition,True
2220,Flat Perspective,style_tags,Flat Perspective,True
2220,Meticulous Details,style_tags,Meticulous Detail,False
2221,Dutch Golden Age,style_tags,Dutch Golden Age,True
2221,Naturalistic,style_tags,Naturalistic,True
2221,Marine,style_tags,Marine,True
2221,Realism,style_tags,Realism,True
2221,Atmospheric,style_tags,Atmospheric,True
2221,Sublime,style_tags,Sublime,True
2222,Naturalistic,style_tags,Naturalistic,True
2222,Ming Dynasty,style_tags,Ming Dynasty,True
2222,Subdued Palette,style_tags,Subdued Palette,True
2222,Detailed Brushwork,style_tags,Detailed Brushwork,True
2223,Baroque,style_tags,Baroque,True
2223,Chiaroscuro,style_tags,Chiaroscuro,True
2223,Dramatic,style_tags,Dramatic,True
2223,Expressive Brushwork,style_tags,Expressive Brushwork,True
2223,Rich Colors,style_tags,Rich Colors,True
2223,Dynamic,style_tags,Dynamic,True
2224,Impressionism,style_tags,Impressionism,True
2224,Expressive,style_tags,Expressive,True
2224,Brushstrokes,style_tags,Brushstrokes,True
2224,Atmospheric,style_tags,Atmospheric,True
2224,Muted Palette,style_tags,Muted Palette,True
2225,Impressionism,style_tags,Impressionism,True
2225,Loose Brushwork,style_tags,Loose Brushwork,True
2225,Muted Palette,style_tags,Muted Palette,True
2225,Natural Light,style_tags,Natural Light,True
2225,Shadow,style_tags,Shadow,True
2226,Impressionism,style_tags,Impressionism,True
2226,Natural Light,style_tags,Natural Light,True
2226,Vibrant Palette,style_tags,Vibrant Palette,True
2226,Visible Brushstrokes,style_tags,Visible Brushstrokes,True
2227,Japanese,style_tags,Japanese,True
2227,Gold Leaf,style_tags,Gold Leaf,True
2227,Naturalistic,style_tags,Naturalistic,True
2227,Delicate,style_tags,Delicate,True
2228,Realism,style_tags,Realism,True
2228,Veduta,style_tags,Veduta,True
2228,Classical,style_tags,Classical,True
2228,Detailed,style_tags,Detailed,True
2228,Atmospheric,style_tags,Atmospheric,True
2228,Light And Shadow,style_tags,Light And Shadow,True
2229,Baroque,style_tags,Baroque,True
2229,Dynamic,style_tags,Dynamic,True
2229,Emotional,style_tags,Emotional,True
2229,Colorful,style_tags,Colorful,True
2229,Lifelike,style_tags,Lifelike,True
2229,Expressive,style_tags,Expressive,True
2229,Detailed,style_tags,Detailed,True
2230,Indian Miniature,style_tags,Indian Miniature,True
2230,Rich Color Palette,style_tags,Rich Color Palette,True
2230,Decorative,style_tags,Decorative,True
2230,Mythological,style_tags,Mythological,True
2230,Flat Perspective,style_tags,Flat Perspective,True
2231,Narrative,style_tags,Narrative,True
2231,American,style_tags,American,True
2231,Detail Oriented,style_tags,Detail Oriented,True
2231,Lighting,style_tags,Lighting,True
2232,Impressionism,style_tags,Impressionism,True
2232,Loose Brushstrokes,style_tags,Loose Brushstrokes,True
2232,Vibrant Colors,style_tags,Vibrant Colors,True
2232,Light Effects,style_tags,Light Effects,True
2232,Atmospheric,style_tags,Atmospheric,True
2233,Impressionism,style_tags,Impressionism,True
2233,Vibrant,style_tags,Vibrant,True
2233,Dynamic Brushstrokes,style_tags,Dynamic Brushwork,False
2233,Natural Light,style_tags,Natural Light,True
2233,Color Contrast,style_tags,Color Contrast,True
2234,Baroque,style_tags,Baroque,True
2234,Realism,style_tags,Realism,True
2234,Still Life,style_tags,Still Life,True
2234,Chiaroscuro,style_tags,Chiaroscuro,True
2234,Naturalism,style_tags,Naturalism,True
2234,Dutch Golden Age,style_tags,Dutch Golden Age,True
2235,High Renaissance,style_tags,High Renaissance,True
2235,Chiaroscuro,style_tags,Chiaroscuro,True
2236,Realism,style_tags,Realism,True
2236,Romanticism,style_tags,Romanticism,True
2236,Impressionism,style_tags,Impressionism,True
2236,Expressive,style_tags,Expressive,True
2236,Textured Brushwork,style_tags,Textured Brushwork,True
2236,Muted Palette,style_tags,Muted Palette,True
2237,Neoclassical,style_tags,Neoclassical,True
2237,Idealized,style_tags,Idealized,True
2237,Monochromatic,style_tags,Monochromatic,True
2237,Chiaroscuro,style_tags,Chiaroscuro,True
2237,Graceful,style_tags,Graceful,True
2238,Realism,style_tags,Realism,True
2238,Maritime,style_tags,Maritime,True
2238,Romanticism,style_tags,Romanticism,True
2238,Naturalism,style_tags,Naturalism,True
2238,Dramatic Lighting,style_tags,Dramatic Lighting,True
2239,Landscape,style_tags,Landscape,True
2239,Realism,style_tags,Realism,True
2239,Loose Brushwork,style_tags,Loose Brushwork,True
2239,Expressive,style_tags,Expressive,True
2239,Atmospheric,style_tags,Atmospheric,True
2239,Impressionism,style_tags,Impressionism,True
2240,Impressionism,style_tags,Impressionism,True
2240,Visible Brushstrokes,style_tags,Visible Brushstrokes,True
2240,Colorful,style_tags,Colorful,True
2240,Dynamic,style_tags,Dynamic,True
2241,Impressionism,style_tags,Impressionism,True
2241,Realism,style_tags,Realism,True
2241,Loose Brushwork,style_tags,Loose Brushwork,True
2241,Subdued Palette,style_tags,Subdued Palette,True
2241,Intimacy,style_tags,Intimacy,True
2241,Psychological Depth,style_tags,Psychological Depth,True
2242,Japanese,style_tags,Japanese,True
2242,Edo Period,style_tags,Edo Period,True
2242,Gold Leaf,style_tags,Gold Leaf,True
2242,Decorative,style_tags,Decorative,True
2242,Flat Color,style_tags,Flat Color,True
2243,Abstract,style_tags,Abstract,True
2243,Minimalistic,style_tags,Minimalistic,True
2243,Geometric,style_tags,Geometric,True
2243,Monochromatic,style_tags,Monochromatic,True
2243,Non-Representational,style_tags,Non-Representational,True
2244,Neoclassical,style_tags,Neoclassical,True
2244,Realism,style_tags,Realism,True
2244,European,style_tags,European,True
2244,Portraiture,style_tags,Portraiture,True
2244,Lifelike,style_tags,Lifelike,True
2245,Rococo,style_tags,Rococo,True
2245,Baroque,style_tags,Baroque,True
2245,Pastel Colors,style_tags,Pastel Colors,True
2245,Romantic,style_tags,Romantic,True
2245,Elegant,style_tags,Elegant,True
2246,American Impressionism,style_tags,American Impressionism,True
2246,Loose Brushwork,style_tags,Loose Brushwork,True
2246,Bright Palette,style_tags,Vibrant Palette,False
2246,Atmospheric,style_tags,Atmospheric,True
2246,Sunlight,style_tags,Sunlight,True
2246,Naturalism,style_tags,Naturalism,True
2247,Indian Miniature,style_tags,Indian Miniature,True
2247,Traditional,style_tags,Traditional,True
2247,Detailed,style_tags,Detailed,True
2247,Decorative,style_tags,Decorative,True
2247,Flat Color,style_tags,Flat Color,True
2248,Impressionism,style_tags,Impressionism,True
2248,Expressive Brushstrokes,style_tags,Expressive Brushstrokes,True
2248,Vibrant Palette,style_tags,Vibrant Palette,True
2248,Atmosphere,style_tags,Atmosphere,True
2249,Mannerism,style_tags,Mannerism,True
2249,Elongated Figures,style_tags,Elongated Figures,True
2249,Dramatic Lighting,style_tags,Dramatic Lighting,True
2249,Spiritual,style_tags,Spiritual,True
2249,Theatrical,style_tags,Theatrical,True
2250,Realism,style_tags,Realism,True
2250,Portrait,style_tags,Portrait,True
2250,Chiaroscuro,style_tags,Chiaroscuro,True
2250,Detailed Brushwork,style_tags,Detailed Brushwork,True
2251,Baroque,style_tags,Baroque,True
2251,Realism,style_tags,Realism,True
2251,Portraiture,style_tags,Portraiture,True
2251,Warm Palette,style_tags,Warm Palette,True
2251,Delicate Brushwork,style_tags,Delicate Brushwork,True
2251,Soft Lighting,style_tags,Soft Lighting,True
2252,High Renaissance,style_tags,High Renaissance,True
2252,Baroque,style_tags,Baroque,True
2252,Chiaroscuro,style_tags,Chiaroscuro,True
2252,Sfumato,style_tags,Sfumato,True
2253,Renaissance,style_tags,Renaissance,True
2253,Perspective,style_tags,Perspective,True
2253,Architectural,style_tags,Architectural,True
2253,Figurative,style_tags,Figurative,True
2253,Narrative,style_tags,Narrative,True
2253,Muted Color Palette,style_tags,Muted Color Palette,True
2254,Monochromatic,style_tags,Monochromatic,True
2254,Atmospheric Perspective,style_tags,Atmospheric Perspective,True
2254,Traditional,style_tags,Traditional,True
2255,Realism,style_tags,Realism,True
2255,Marine,style_tags,Marine,True
2255,Expressive Brushwork,style_tags,Expressive Brushwork,True
2255,Atmospheric Perspective,style_tags,Atmospheric Perspective,True
2255,Warm Palette,style_tags,Warm Palette,True
2256,Romanticism,style_tags,Romanticism,True
2256,Realism,style_tags,Realism,True
2256,Detail Oriented,style_tags,Detail Oriented,True
2256,Light And Shadow,style_tags,Light And Shadow,True
2256,Chiaroscuro,style_tags,Chiaroscuro,True
2256,Depth,style_tags,Depth,True
2256,Perspective,style_tags,Perspective,True
2257,Realism,style_tags,Realism,True
2257,Naturalism,style_tags,Naturalism,True
2257,Portrait,style_tags,Portrait,True
2258,Impressionism,style_tags,Impressionism,True
2258,Loose Brushwork,style_tags,Loose Brushwork,True
2258,Play Of Light,style_tags,Play Of Light,True
2258,Intimacy,style_tags,Intimacy,True
2258,Dynamic,style_tags,Dynamic,True
2258,Spontaneity,style_tags,Spontaneity,True
2259,Atmospheric,style_tags,Atmospheric,True
2259,Dramatic,style_tags,Dramatic,True
2259,Contrast,style_tags,Contrast,True
2259,Psychological Depth,style_tags,Psychological Depth,True
2260,Japanese,style_tags,Japanese,True
2260,Elegant,style_tags,Elegant,True
2260,Traditional,style_tags,Traditional,True
2261,Baroque,style_tags,Baroque,True
2261,Dramatic,style_tags,Dramatic,True
2261,Naturalism,style_tags,Naturalism,True
2261,Dynamic,style_tags,Dynamic,True
2261,Contrast,style_tags,Contrast,True
2261,Classical,style_tags,Classical,True
2261,Vivid,style_tags,Vivid,True
2262,Romanticism,style_tags,Romanticism,True
2262,Dramatic,style_tags,Dramatic,True
2262,Expressive,style_tags,Expressive,True
2262,Emotion,style_tags,Emotion,True
2262,Nature,style_tags,Nature,True
2262,Sublime,style_tags,Sublime,True
2262,Light And Shadow,style_tags,Light And Shadow,True
2262,Movement,style_tags,Movement,True
2262,Theatrical,style_tags,Theatrical,True
2263,Japanese,style_tags,Japanese,True
2263,Monochrome,style_tags,Monochrome,True
2263,Ink Wash,style_tags,Ink Wash,True
2264,Portrait,style_tags,Portrait,True
2264,Romanticism,style_tags,Romanticism,True
2264,Realism,style_tags,Realism,True
2264,British,style_tags,British,True
2265,Impressionism,style_tags,Impressionism,True
2265,Realism,style_tags,Realism,True
2265,Loose Brushwork,style_tags,Loose Brushwork,True
2265,Modern Life,style_tags,Modern Life,True
2265,Vibrancy,style_tags,Vibrancy,True
2265,Movement,style_tags,Movement,True
2266,Rococo,style_tags,Rococo,True
2266,Monochromatic,style_tags,Monochromatic,True
2266,Decorative,style_tags,Decorative,True
2266,Playful,style_tags,Playful,True
2266,Detailed,style_tags,Detailed,True
2267,Mannerism,style_tags,Mannerism,True
2267,Renaissance,style_tags,Renaissance,True
2267,Chiaroscuro,style_tags,Chiaroscuro,True
2267,Dramatic,style_tags,Dramatic,True
2267,Elongated Figures,style_tags,Elongated Figures,True
2268,Baroque,style_tags,Baroque,True
2268,Dramatic Lighting,style_tags,Dramatic Lighting,True
2268,Vivid Colors,style_tags,Vivid Colors,True
2268,Narrative,style_tags,Narrative,True
2268,Dynamism,style_tags,Dynamism,True
2269,Baroque,style_tags,Baroque,True
2269,Dramatic,style_tags,Dramatic,True
2269,Realism,style_tags,Realism,True
2269,Dynamic,style_tags,Dynamic,True
2269,Emotional,style_tags,Emotional,True
2270,Dutch Golden Age,style_tags,Dutch Golden Age,True
2270,Naturalism,style_tags,Naturalism,True
2270,Chiaroscuro,style_tags,Chiaroscuro,True
2270,Realism,style_tags,Realism,True
2270,Perspective,style_tags,Perspective,True
2271,Impressionism,style_tags,Impressionism,True
2271,Loose Brushwork,style_tags,Loose Brushwork,True
2271,Atmospheric,style_tags,Atmospheric,True
2271,Light Effects,style_tags,Light Effects,True
2271,Mood,style_tags,Mood,True
2272,Portrait,style_tags,Portrait,True
2272,Classicism,style_tags,Classicism,True
2272,Fine Brushwork,style_tags,Fine Brushwork,True
2272,Luminous,style_tags,Luminous,True
2272,Detailed,style_tags,Detailed,True
2272,Soft Color Palette,style_tags,Soft Color Palette,True
2273,Monochrome,style_tags,Monochrome,True
2273,Romanticism,style_tags,Romanticism,True
2273,Portraiture,style_tags,Portraiture,True
2273,Realism,style_tags,Realism,True
2273,Expressive Brushwork,style_tags,Expressive Brushwork,True
2274,Chiaroscuro,style_tags,Chiaroscuro,True
2274,Baroque,style_tags,Baroque,True
2274,Dutch Golden Age,style_tags,Dutch Golden Age,True
2274,Dramatic Lighting,style_tags,Dramatic Lighting,True
2274,Realism,style_tags,Realism,True
2275,Japanese,style_tags,Japanese,True
2275,Gold Leaf,style_tags,Gold Leaf,True
2275,Decorative,style_tags,Decorative,True
2275,Naturalistic,style_tags,Naturalistic,True
2275,Stylized,style_tags,Stylized,True
2276,Portraiture,style_tags,Portraiture,True
2276,Aristocratic,style_tags,Aristocratic,True
2276,Textural,style_tags,Textural,True
2276,Detailed,style_tags,Detailed,True
2276,Formal,style_tags,Formal,True
2277,Post-Impressionism,style_tags,Post-Impressionism,True
2277,Abstract,style_tags,Abstract,True
2278,Impressionism,style_tags,Impressionism,True
2278,Loose Brushwork,style_tags,Loose Brushwork,True
2278,Expressive,style_tags,Expressive,True
2278,Realism,style_tags,Realism,True
2278,Portrait,style_tags,Portrait,True
2279,Pointillism,style_tags,Pointillism,True
2279,Post-Impressionism,style_tags,Post-Impressionism,True
2280,Gold Leaf,style_tags,Gold Leaf,True
2280,Narrative,style_tags,Narrative,True
2280,Detail Oriented,style_tags,Detail Oriented,True
2280,Stylized,style_tags,Stylized,True
2281,Realism,style_tags,Realism,True
2281,Monochromatic,style_tags,Monochromatic,True
2281,Chiaroscuro,style_tags,Chiaroscuro,True
2281,Emotion,style_tags,Emotion,True
2281,Narrative,style_tags,Narrative,True
2281,Detail,style_tags,Detail,True
2282,Romantic,style_tags,Romantic,True
2282,Dramatic,style_tags,Dramatic,True
2282,Chiaroscuro,style_tags,Chiaroscuro,True
2282,Monochrome,style_tags,Monochrome,True
2282,Loose Brushwork,style_tags,Loose Brushwork,True
2282,Expressive,style_tags,Expressive,True
2283,Hudson River School,style_tags,Hudson River School,True
2283,Naturalism,style_tags,Naturalism,True
2283,Romanticism,style_tags,Romanticism,True
2283,Dramatic Light,style_tags,Dramatic Lighting,False
2283,Realism,style_tags,Realism,True
2284,Hudson River School,style_tags,Hudson River School,True
2284,Naturalism,style_tags,Naturalism,True
2284,Atmospheric Perspective,style_tags,Atmospheric Perspective,True
2284,Realism,style_tags,Realism,True
2284,Sublime,style_tags,Sublime,True
2284,Landscape,style_tags,Landscape,True
2285,Realism,style_tags,Realism,True
2285,Detail-Oriented,style_tags,Detail-Oriented,True
2285,Chiaroscuro,style_tags,Chiaroscuro,True
2285,Narrative,style_tags,Narrative,True
2286,Rococo,style_tags,Rococo,True
2286,Elegant,style_tags,Elegant,True
2286,Fluid Brushwork,style_tags,Fluid Brushwork,True
2286,Ornamentation,style_tags,Ornamentation,True
2287,Impressionism,style_tags,Impressionism,True
2287,Loose Brushwork,style_tags,Loose Brushwork,True
2287,Shadow,style_tags,Shadow,True
2288,Realism,style_tags,Realism,True
2288,Naturalism,style_tags,Naturalism,True
2288,Detail-Oriented,style_tags,Detail-Oriented,True
2288,Serene,style_tags,Serene,True
2288,Vibrant Color Palette,style_tags,Vibrant Color Palette,True
2289,Realism,style_tags,Realism,True
2289,Portrait,style_tags,Portrait,True
2289,Intimate,style_tags,Intimate,True
2289,Subtle Colors,style_tags,Subtle Lighting,False
2290,Baroque,style_tags,Baroque,True
2290,Chiaroscuro,style_tags,Chiaroscuro,True
2290,Naturalism,style_tags,Naturalism,True
2290,Realism,style_tags,Realism,True
2290,Genre,style_tags,Genre,True
2290,Subdued Palette,style_tags,Subdued Palette,True
2290,Loose Brushwork,style_tags,Loose Brushwork,True
2291,Realism,style_tags,Realism,True
2291,Detail,style_tags,Detail,True
2291,American,style_tags,American,True
2291,Genre,style_tags,Genre,True
2292,Baroque,style_tags,Baroque,True
2292,Chiaroscuro,style_tags,Chiaroscuro,True
2292,Expressive,style_tags,Expressive,True
2292,Dynamic,style_tags,Dynamic,True
2292,Dramatic,style_tags,Dramatic,True
2293,Post-Impressionism,style_tags,Post-Impressionism,True
2293,Textured Brushwork,style_tags,Textured Brushwork,True
2293,Emotional,style_tags,Emotional,True
2293,Complexity,style_tags,Complexity,True
2293,Contemplative,style_tags,Contemplative,True
2294,Realism,style_tags,Realism,True
2294,Naturalism,style_tags,Naturalism,True
2294,Earthy Tones,style_tags,Earthy Tones,True
2294,Thick Brushstrokes,style_tags,Thick Brushstrokes,True
2295,Realism,style_tags,Realism,True
2295,Expressive,style_tags,Expressive,True
2295,Lifelike,style_tags,Lifelike,True
2295,Subdued Palette,style_tags,Subdued Palette,True
2296,Barbizon School,style_tags,Barbizon School,True
2296,Realism,style_tags,Realism,True
2296,Nature,style_tags,Nature,True
2296,Monochrome,style_tags,Monochrome,True
2296,Light And Shadow,style_tags,Light And Shadow,True
2297,Baroque,style_tags,Baroque,True
2297,Dramatic,style_tags,Dramatic,True
2297,Chiaroscuro,style_tags,Chiaroscuro,True
2297,Theatrical,style_tags,Theatrical,True
2298,American Folk,style_tags,American Folk,True
2298,Realism,style_tags,Realism,True
2298,Textural Detail,style_tags,Textural Detail,True
2299,Baroque,style_tags,Baroque,True
2299,Realism,style_tags,Realism,True
2299,Classicism,style_tags,Classicism,True
2299,Dramatic Lighting,style_tags,Dramatic Lighting,True
2300,Impressionism,style_tags,Impressionism,True
2300,Expressive Brushstrokes,style_tags,Expressive Brushstrokes,True
2300,Muted Palette,style_tags,Muted Palette,True
2300,Light Effects,style_tags,Light Effects,True
