title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
Estuary at Day's End,"Simon de Vlieger (Dutch, 1600/1601-1653)",c. 1640/1645,1640.0,1645.0,Oil on panel,NGA-7b291c7b-c0ab-4e88-af6c-31a821a3f8cc,"https://api.nga.gov/iiif/7b291c7b-c0ab-4e88-af6c-31a821a3f8cc/full/1686,/0/default.jpg",A serene maritime scene unfolds with vessels under a dramatic sky,"The artwork depicts a calm estuary at dusk, where the grandeur of the sky, with its dispersing clouds and fading light, majestically overshadows the maritime activity below. Several ships of varying sizes dot the expansive waterscape—some moored, others sailing gently. A group of figures is seen in a small boat, while others attend to the vessels, all under the watchful eye of the vast, looming heavens.","The painting exemplifies Dutch Golden Age marine art, characterized by its attention to the subtle play of light on water and sky, and its faithful representation of sea vessels and maritime life. The artist employs a naturalistic style with fine detail, capturing the ephemeral quality of light and atmosphere at twilight. The brushwork is precise and controlled, skilfully rendering the textures of the water and clouds. The palette is muted, consisting primarily of blues, greys, and soft golden hues, which evokes the quietude of evening.","['Dutch Golden Age', 'Maritime Art', 'Naturalism', 'Atmosphere', 'Twilight', 'Soft Palette']","The central theme of 'Estuary at Day's End' is the harmonious relationship between man and nature. It reflects on the tranquil end of day activities of seafarers amidst the awe-inspiring presence of the natural environment. The work conveys a sense of timelessness and the enduring, cyclical rhythm of life along the coast.","['Harmony', 'Nature', 'Seafaring', 'Tranquility', ""Day's End"", 'Timelessness']","{'ships': 'Various vessels, including a large ship with billowing sails and smaller boats, represent maritime activity and human ingenuity.', 'estuary': 'The estuary itself, captured with a mirror-like quality, reflects the captivating sky, acting as a threshold between earth and heavens.', 'sky': 'Dominated by an expansive sky, the painting showcases a dramatic cloud-scape, suffused with the warm, fading light of sunset.'}","['figures', 'rowboat', 'pier', 'smoke']",['Dutch Golden Age'],"['ships', 'estuary', 'sky', 'figures', 'rowboat', 'pier', 'smoke']","['Dutch Golden Age', 'Maritime', 'Naturalism', 'Atmosphere', 'Twilight', 'Soft Color Palette', 'Harmony', 'Nature', 'Seafaring', 'Tranquility', 'Timelessness', 'Ships', 'Sky', 'Figures', 'Rowboat', 'Smoke']"
Madonna and Child with the Infant Saint John,"Anonymous Artist
After Correggio (Parmese, 1489/1494-1534)",c. 1510,1510.0,1510.0,Oil on panel,NGA-6b341536-dab3-4488-bafd-3a90b18455c2,"https://api.nga.gov/iiif/6b341536-dab3-4488-bafd-3a90b18455c2/full/1686,/0/default.jpg",A serene depiction of maternal affection and holy childhood innocence.,"This painting shows the Virgin Mary cradling the Christ Child, with the young Saint John the Baptist looking on. The figures are situated closely together, radiating warmth and familial love. Their expressions are gentle and their poses intimate, as they appear to be engaging in a tender moment. The earthy tones and soft lighting enhance the sense of closeness between the figures.","Adhering to the Mannerism style inspired by Correggio, the painting displays a gracefulness in its composition. The figures are imbued with a naturalism that suggests movement, despite the stillness of the scene. The skin tones are rendered with particular attention to chiaroscuro, which brings out the volumetric qualities of the figures. There's an evident effort to capture the textures of the clothing and the softness of flesh, with an overall harmonious use of color and detailed portrayal of human expressions.","['Mannerism', 'Chiaroscuro', 'Naturalism', 'Graceful', 'Harmonious', 'Texture', 'Intimate']","The artwork illustrates a religious theme, focusing on the early life of Jesus Christ as seen through the affectionate interaction between the Madonna and her child, accompanied by Saint John. This portrayal of sacred figures in a humanized, intimate family setting was a popular subject intended to inspire piety and devotion among its viewers.","['Religious', 'Christianity', 'Holy Family', 'Piety', 'Devotion', 'Intimacy', 'Virgin Mary', 'Saint John the Baptist', 'Jesus Christ']","{'Virgin Mary': 'The Virgin Mary is depicted with a serene and motherly expression, seated and gently holding the Christ Child.', 'Christ Child': ""The Christ Child is shown sitting on his mother's lap, looking playful and peaceful in her embrace."", 'Saint John the Baptist': 'A young Saint John the Baptist is portrayed with a contemplative gaze, observing his cousin Jesus with reverence.'}","['Clothing', 'Halos']","['High Renaissance', 'Mannerism']","['Virgin Mary', 'Christ Child', 'Saint John the Baptist', 'Clothing', 'Halos']","['Mannerism', 'Chiaroscuro', 'Naturalism', 'Graceful', 'Harmonious', 'Intimate', 'Religious', 'Christianity', 'Holy Family', 'Piety', 'Devotion', 'Intimacy', 'Virgin Mary', 'Saint John The Baptist', 'Jesus Christ', 'Christ Child', 'Clothing', 'Halos', 'High Renaissance']"
Gathering Autumn Flowers,"William Merritt Chase (American, 1849-1916)",1894/1895,1894.0,1895.0,Oil on canvas,NGA-f516da35-7fce-4699-9eed-b9d7f0df8b27,"https://api.nga.gov/iiif/f516da35-7fce-4699-9eed-b9d7f0df8b27/full/1686,/0/default.jpg",An idyllic outdoor scene captures the essence of autumnal leisure and pastoral beauty.,"The painting depicts an expansive field under a partly cloudy sky. Two women are gathering flowers, one standing at a distance, with a red accent on her hat, and another seated prominently in a bonnet, closer to the viewer. The field is a mix of greenery and autumn colors, indicating a transition of seasons. A wheelbarrow and scattered flowers hint at the activity of harvesting. The distant trees frame the scene, suggesting a vast outdoor space. The painting exudes calmness and a connection with nature.","William Merritt Chase's style in this painting is characterized by loose brushwork and an impressionistic approach to light and color. The artist's technique captures the fleeting qualities of the atmosphere and the vibrant, but soft, colors of the landscape. Chase's brushstrokes are dynamic yet controlled, conveying texture and movement within the scene. The composition balances the subjects with the surrounding environment, making use of the natural light to highlight the figures and the gathered flowers.","['Impressionism', 'Loose Brushwork', 'Atmospheric', 'Vibrant', 'Soft Colors', 'Dynamic Brushstrokes', 'Natural Light']","The theme of 'Gathering Autumn Flowers' revolves around the simple pleasures of rural life and the harmony between humans and nature. It reflects on the beauty of the changing seasons and the quiet moments of joy found in everyday activities. The presence of the women in the field implies a narrative of work interwoven with leisure, as well as a deep appreciation for the natural world.","['Autumn', 'Leisure', 'Pastoral Life', 'Harmony with Nature', 'Seasonal Change', 'Everyday Activities', 'Rural']","{'Seated Woman with Bonnet': 'A woman sits serenely, engaged in the task of gathering flowers, asserting the painting’s theme of tranquil connection with nature.', 'Standing Woman in Distance': 'Her figure, adorned by a red-accented hat, adds depth and a narrative element to the scene, suggesting a shared endeavor.'}","['Cloudy Sky', 'Field', 'Autumn Colors', 'Wheelbarrow', 'Scattered Flowers', 'Trees']",['American Impressionism'],"['Seated Woman with Bonnet', 'Standing Woman in Distance', 'Cloudy Sky', 'Field', 'Autumn Colors', 'Wheelbarrow', 'Scattered Flowers', 'Trees']","['Impressionism', 'Loose Brushwork', 'Atmospheric', 'Vibrant', 'Soft Colors', 'Dynamic Brushwork', 'Natural Light', 'Autumn', 'Leisure', 'Pastoral Life', 'Harmony With Nature', 'Everyday Activities', 'Rural', 'Cloudy Sky', 'Field', 'Trees', 'American Impressionism']"
Forest of Fontainebleau,"Jean-Baptiste-Camille Corot (French, 1796-1875)",1834,1834.0,1834.0,Oil on canvas,NGA-5c1e9c2f-31e2-4234-801b-033610d0102c,"https://api.nga.gov/iiif/5c1e9c2f-31e2-4234-801b-033610d0102c/full/1686,/0/default.jpg",A harmonious depiction of natural tranquility and human interaction.,"This painting portrays a lush forest landscape within Fontainebleau, featuring dense trees, a serene body of water, and sunlit clearings. A woman is lying on the ground, seemingly engrossed in reading a book, providing a peaceful human element to the scene. The canopy overhead filters light, creating a dappled effect on the forest floor.","Corot's style in this painting is characteristic of the Barbizon school, with a naturalistic depiction of the forest light and shade. The artist uses loose brushwork to convey the textures of foliage and earth, and a relatively muted palette to evoke the tranquility of the forest setting. The composition balances detailed elements with broad swaths of color, drawing the viewer's eye across the canvas.","['Naturalism', 'Barbizon School', 'Romanticism', 'Realism', 'Landscape Painting', 'Loose Brushwork', 'Muted Palette']","The theme revolves around nature's beauty and serenity, with a human presence that merges seamlessly into the natural environment. It illustrates a deep appreciation of the forest and the peaceful coexistence of humanity with nature, stressing the restorative and contemplative possibilities that such settings can provide.","['Nature', 'Serenity', 'Human and Nature', 'Contemplation', 'Tranquility', 'Landscape', 'En Plein Air']","{'Trees': 'Towering trees with rich canopies dominate the scene, creating a sense of grandeur and enveloping tranquility within the forest.', 'Woman': ""A solitary woman lies by the water's edge, absorbed in reading, symbolizing a peaceful human interaction with the quietude of nature.""}","['Body of Water', 'Rocks', 'Sky', 'Sunlit Clearing']","['Barbizon School', 'Romanticism']","['Trees', 'Woman', 'Body of Water', 'Rocks', 'Sky', 'Sunlit Clearing']","['Naturalism', 'Barbizon School', 'Romanticism', 'Realism', 'Landscape', 'Loose Brushwork', 'Muted Palette', 'Nature', 'Serenity', 'Man And Nature', 'Contemplation', 'Tranquility', 'Plein Air', 'Trees', 'Woman', 'Body Of Water', 'Rocks', 'Sky']"
"Study for ""La Grande Jatte""","Georges Seurat (French, 1859-1891)",1884/1885,1884.0,1885.0,Oil on wood,NGA-a65a3648-e5a9-48a5-82c6-e002562a2baa,"https://api.nga.gov/iiif/a65a3648-e5a9-48a5-82c6-e002562a2baa/full/1686,/0/default.jpg","A luminous study in color and light, capturing a leisurely day by the river.","The artwork portrays a serene riverside scene, dotted with trees and a glimpses of water shimmering through. Subtle figures occupy the landscape, blending with the natural setting. The painting���s dance of colors and fragmented light evoke the tranquility of a summer's day.","This piece is a fine example of Pointillism, a technique developed by Seurat, where small, distinct dots of color are applied in patterns to form an image. Our eyes blend these dots into a fuller range of tones. The textures are loose and the brushwork is less structured, indicative of a study rather than a final piece, with an emphasis on light, color harmonies, and atmospheric effects.","['Pointillism', 'Impressionism', 'Color theory', 'Light', 'Atmospheric']","The theme of this study is leisure and the relationship between humans and nature. It underscores the simple pleasures of a day spent outdoors, possibly in a suburban or semi-rural setting, where nature and humanity coexist harmoniously.","['Leisure', 'Nature', 'Human figures', 'Serenity', 'Outdoor']","{'Trees': 'Trees are prominent, providing structure to the composition and varying shades of green, signifying the lushness of summer.', 'Figures': 'The subtle, almost ethereal human figures merge with their surroundings, highlighting the insignificance of individuals within the vastness of nature.', 'River': 'The river reflects the sky and surroundings, creating a tapestry of blues and whites which adds depth and movement to the scene.'}","['Sky', 'Grass', 'Boat']","['Pointillism', 'Impressionism']","['Trees', 'Figures', 'River', 'Sky', 'Grass', 'Boat']","['Pointillism', 'Impressionism', 'Atmospheric', 'Leisure', 'Nature', 'Human Figures', 'Serenity', 'Outdoor', 'Trees', 'Figures', 'River', 'Sky', 'Grass', 'Boat']"
Ugolino Martelli,Florentine 16th Century,mid 16th century,1525.0,1574.0,Oil on panel,NGA-1f2f45e6-089e-46ee-a31a-2a1202673c30,"https://api.nga.gov/iiif/1f2f45e6-089e-46ee-a31a-2a1202673c30/full/1686,/0/default.jpg","A reflective portrait of a young nobleman, encapsulating poise and introspection.","The portrait depicts a young man, possibly a noble, dressed in a black, finely tailored garment with a white cravat and sleeves. His gaze is direct yet contemplative, engaging the viewer with a hint of reservation. He sports a black cap adorned with decorative elements, complementing the elegant attire. His left hand is placed on a tabletop, while the right gently clasps a handkerchief. A small book with a red cover sits partially obscured on the table, suggesting a connection to learning or scholarly interests.","This artwork exhibits the detailed and precise techniques of the Florentine 16th-century style. The meticulous rendering of textures���������from the satiny sheen of the garment to the softness of the handkerchief���������showcases the skillful handling of light and shadow. The subdued color palette is punctuated by the crisp white of the cravat and sleeves, along with the red detail on the book, which are all rendered with a high degree of realism. The background is understated, allowing the figure to command attention while hinting at a refined int","['Renaissance', 'Realism', 'Portraiture', 'Florentine', 'Detail', 'Texture']","The portrait's theme revolves around the individual's stature and character. It conveys a sense of the sitter's inner life, through his expression and posture, as well as hinting at his social status and intellectual pursuits, as implied by his attire and the book. The reserved elegance and direct gaze suggest a composed personality and possible introspective depth.","['Identity', 'Nobility', 'Intellect', 'Self-Representation', 'Social Status', 'Contemplation']","{'Nobleman': 'The young man is the central focus of the portrait, depicted with a dignified air, wearing garments indicative of his high social status.'}","['Handkerchief', 'Book', 'Cap', 'Table']",['Renaissance'],"['Nobleman', 'Handkerchief', 'Book', 'Cap', 'Table']","['Renaissance', 'Realism', 'Portraiture', 'Detail', 'Nobility', 'Intellect', 'Social Status', 'Contemplation', 'Book', 'Cap', 'Table']"
Cliffs at Pourville,"Claude Monet (French, 1840-1926)",1882,1882.0,1882.0,Oil on canvas,NGA-31a2c319-1d47-4119-82c1-dbe8f9ed2e58,"https://api.nga.gov/iiif/31a2c319-1d47-4119-82c1-dbe8f9ed2e58/full/1686,/0/default.jpg",A picturesque seascape capturing the tranquil charm of coastal cliffs.,"Claude Monet's 'Cliffs at Pourville' presents a serene view of the sea, characterized by gentle cliffs and the vast expanse of water peppered with the sails of boats. The sky, infused with soft light, complements the tranquility of the waters, while on the left, two figures are seen enjoying the scenic view from the cliff's edge.","This artwork exemplifies the Impressionist style for which Monet is renowned. Rendered with loose brushstrokes and a vibrant palette, Monet captures fleeting effects of light and atmosphere. The absence of precise detail, allows the viewer's eye to blend the colors and forms, evoking the shimmering interplay of light on water and the soft textures of the cliffside vegetation.","['Impressionism', 'Loose Brushstrokes', 'Vibrant Palette', 'Light', 'Atmosphere', 'Nature', 'Open Composition']","Monet's focus in 'Cliffs at Pourville' is the natural beauty and the ephemeral qualities of light and weather on the sea landscape. Emphasizing the fleeting moments of nature's spectacle, he invites the audience to experience the calmness and the refreshing quality of the seaside.","['Nature', 'Light', 'Tranquility', 'Seaside', 'Cliffs', 'Boats', 'Serenity', 'Fleeting Moments']","{'Sea': 'A vast expanse of calm water dominates the scene, reflecting the skylight with subtle variations of blue and green.', 'Sky': 'The sky in the painting is a soft tapestry of clouds and light, contributing to the serene atmosphere.', 'Cliffs': 'The cliffs anchor the composition on either side, their greenery gently blowing in the seaside breeze.', 'Figures': ""Two figures on the cliffside suggest human presence without disrupting the scene's natural serenity.""}","['Sails', 'Boats', 'Vegetation']",['Impressionism'],"['Sea', 'Sky', 'Cliffs', 'Figures', 'Sails', 'Boats', 'Vegetation']","['Impressionism', 'Loose Brushstrokes', 'Vibrant Palette', 'Atmosphere', 'Nature', 'Tranquility', 'Seaside', 'Cliffs', 'Boats', 'Serenity', 'Fleeting Moments', 'Sea', 'Sky', 'Figures', 'Sails', 'Vegetation']"
Landscape with Open Gate,"Pieter Molijn (Dutch, 1595-1661)",c. 1630/1635,1630.0,1635.0,Oil on panel,NGA-a1da7862-6a90-402f-b904-3b5912e66161,"https://api.nga.gov/iiif/a1da7862-6a90-402f-b904-3b5912e66161/full/1686,/0/default.jpg",A serene depiction of a rural Dutch landscape with an inviting open gate.,"The painting captures a countryside scene, featuring a barren, twisted tree to the right and an opening in a broken fence to the left. A path winds through the gate, leading the eye toward a figure in the distance. Gentle clouds embellish the sky, suggesting a tranquil moment in nature.","This artwork exemplifies the 17th-century Dutch landscape painting style, with a delicate balance of light and shade that imparts a sense of depth and atmosphere. Muted earth tones dominate, creating a harmonious and natural feel. The use of fine brushwork and attention to detail in textures, from the rugged tree bark to the wispy clouds, is characteristic of the period.","['Dutch Golden Age', '17th Century', 'Naturalism', 'Atmospheric', 'Fine Brushwork']","The theme of 'Landscape with Open Gate' revolves around the natural beauty and serenity of the Dutch countryside. It captures the essence of rural life, punctuated by the passage of time and the impermanence of human constructions, as seen in the decay of the tree and the fence.","['Rural Life', 'Nature', 'Countryside', 'Serenity', 'Decay', 'Permanence']","{'Barren Tree': ""A prominent, leafless tree with twisted branches stands against the sky, symbolizing nature's endurance and the passage of time."", 'Broken Fence and Open Gate': 'A dilapidated wooden fence with an open gate invites viewers to a path leading into the rural expanse beyond.', 'Path': ""A meandering dirt path acts as a guide for the viewer's eye, leading through the open gate towards the horizon.""}","['Clouds', 'Greenery', 'Distant Figure', 'Chimney Stacks']",['Dutch Golden Age'],"['Barren Tree', 'Broken Fence and Open Gate', 'Path', 'Clouds', 'Greenery', 'Distant Figure', 'Chimney Stacks']","['Dutch Golden Age', 'Naturalism', 'Atmospheric', 'Fine Brushwork', 'Rural Life', 'Nature', 'Countryside', 'Serenity', 'Decay', 'Path', 'Clouds', 'Greenery', 'Distant Figures']"
Wooded Landscape,"Gustave Courbet (French, 1819-1877)",1819/77,1819.0,1877.0,Oil on canvas,ARTIC-97fe1136-e38d-70b2-336b-ba81cd6b044c,"https://www.artic.edu/iiif/2/97fe1136-e38d-70b2-336b-ba81cd6b044c/full/1686,/0/default.jpg","A tranquil depiction of dense trees and foliage in natural, earthy tones.","The painting 'Wooded Landscape' by Gustave Courbet presents a dense forest scene filled with trees, foliage, and the interplay of light and shadow. The rich greenery is punctuated by the warmth of autumnal leaves, suggesting a scene from the change of seasons. The viewer's eye is led through the forest to a lighter area in the background, possibly a clearing or a view of the sky at dusk.","Courbet's work is characteristic of the Realism movement, focusing on the accurate depiction of ordinary scenes without idealization. The artist's brushwork appears loose and expressive, contributing to a sense of vitality and naturalism in the forest setting. The use of light and shadow creates depth, while the rich palette emphasizes the organic beauty of the natural world. The rendering of the foliage and the play of colors evoke the texture and diversity of the woods.","['Realism', 'Naturalism', 'Loose Brushwork', 'Expressive', 'Texture', 'Organic', 'Autumnal']","The theme of 'Wooded Landscape' revolves around the beauty and complexity of nature. There is a meditative quality to the scene, inviting contemplation on the serene and untamed aspects of the forest. The artwork captures a moment in time where nature is both still and teeming with life, encapsulating the ephemeral beauty of the natural environment.","['Nature', 'Forests', 'Seasons', 'Change', 'Ephemeral', 'Meditative', 'Serene']","{'Trees': 'Tall trees dominate the foreground with their rough, textured bark and a canopy of leaves in various autumn hues.', 'Foliage': 'Dense underbrush and layers of leaves are painted with a myriad of greens and browns, giving a lush, vibrant look to the forest floor.'}","['Sky', 'Shadows', 'Light Patches']",['Realism'],"['Trees', 'Foliage', 'Sky', 'Shadows', 'Light Patches']","['Realism', 'Naturalism', 'Loose Brushwork', 'Expressive', 'Nature', 'Seasons', 'Ephemeral', 'Meditative', 'Serene', 'Trees', 'Foliage', 'Sky', 'Shadows']"
Landscape,"Jean-Baptiste-Camille Corot (French, 1796-1875)",1865/70,1865.0,1870.0,Oil on canvas,ARTIC-1501b057-0441-f1fa-e949-298b06ec6270,"https://www.artic.edu/iiif/2/1501b057-0441-f1fa-e949-298b06ec6270/full/1686,/0/default.jpg",A tranquil natural landscape painted with delicate brushwork and atmospheric depth.,"The artwork depicts a serene landscape with towering trees reflected in still water, soft skies, and distant rolling hills. There is a figure seated by the water's edge, and another figure is in a small boat, blending harmoniously with the tranquil scenery.","This painting features loose, although deft, brushwork characteristic of Jean-Baptiste-Camille Corot's later works, where forms are suggested rather than painstakingly detailed, giving a sense of atmospheric realism. The subtle play of light and shade, combined with a palette dominated by greens, browns, and blues, evokes a calm, meditative quality inherent to Corot's landscapes.","['Naturalism', 'Realism', 'Atmospheric', 'Impressionistic Tendencies', 'Loose Brushwork']","The theme of 'Landscape' is the contemplative relationship between humans and the natural world, capturing a moment of stillness and the timeless beauty of nature. It also reflects Corot's fascination with light and the natural environment.","['Nature', 'Tranquility', 'Reflection', 'Human Presence', 'Atmospheric Mood', 'Light']","{'Trees': ""Towering trees with delicate leaves frame the scene, their reflections shimmering on the water's surface."", 'Water': 'A calm body of water mirrors the overhanging trees and cloudy skies, contributing to the serene atmosphere.', 'Figures': 'One figure is seated contemplatively by the water, and another figure poises in a small boat, integrating with the landscape.'}","['Sky', 'Hills', 'Clouds']","['Realism', 'Barbizon School']","['Trees', 'Water', 'Figures', 'Sky', 'Hills', 'Clouds']","['Naturalism', 'Realism', 'Atmospheric', 'Loose Brushwork', 'Nature', 'Tranquility', 'Reflection', 'Human Presence', 'Trees', 'Water', 'Figures', 'Sky', 'Hills', 'Clouds', 'Barbizon School']"
Armida Abandoned by Rinaldo,"Giovanni Battista Tiepolo (Italian, 1696-1770)",1742/45,1742.0,1745.0,Oil on canvas,ARTIC-4d2eeeeb-817c-2b00-68e8-4f4c75f7f061,"https://www.artic.edu/iiif/2/4d2eeeeb-817c-2b00-68e8-4f4c75f7f061/full/1686,/0/default.jpg",A poignant depiction of loss and love in a mythical setting by Tiepolo.,"The painting showcases a dramatic moment where Armida, dressed in a vibrant red and blue, reaches out in despair as Rinaldo, clad in armour and a golden cloak, is led away by two figures. To the right, a boat awaits on a serene sea, while birds fly under a soft sky.","Tiepolo's painting is a harmonious blend of Rococo and Baroque influences, characterized by elegant figures, rich coloration, and a dynamic yet balanced composition. The use of light is masterful, with ethereal atmosphere adding to the emotional tenor. The expert soft brushwork and the theatrical setting creates a sense of movement and drama.","['Rococo', 'Baroque', 'Dramatic', 'Colorful', 'Elegant']","The artwork depicts the scene from Torquato Tasso's epic poem 'Gerusalemme Liberata', where the enchantress Armida is abandoned by the crusader knight Rinaldo, illustrating themes of love, betrayal, and the heroic code.","['Mythology', 'Love', 'Betrayal', 'Epic Poetry', 'Drama']","{'Armida': ""A distressed enchantress in vibrant attire sits on the ground, gesturing dramatically as she's abandoned by Rinaldo."", 'Rinaldo': 'Cloaked in a golden garment and armor, Rinaldo turns away from Armida, a picture of conflicted emotion.', 'Guiding Figures': 'Two mysterious figures, one in a helmet, direct Rinaldo away from Armida, suggesting a forceful intervention.'}","['boat', 'column', 'sea', 'birds', 'shield', 'sky', 'trees', 'helmet', 'vegetation']","['Rococo', 'Baroque']","['Armida', 'Rinaldo', 'Guiding Figures', 'boat', 'column', 'sea', 'birds', 'shield', 'sky', 'trees', 'helmet', 'vegetation']","['Rococo', 'Baroque', 'Dramatic', 'Colorful', 'Elegant', 'Mythology', 'Love', 'Drama', 'Boat', 'Column', 'Sea', 'Birds', 'Sky', 'Trees', 'Helmet', 'Vegetation']"
The Family Concert,"Jan Steen (Dutch, 1626-1679)",1666,1666.0,1666.0,Oil on canvas,ARTIC-87433360-2578-5b1b-c0b7-67921dc226fa,"https://www.artic.edu/iiif/2/87433360-2578-5b1b-c0b7-67921dc226fa/full/1686,/0/default.jpg",A vibrant glimpse into 17th-century Dutch domestic life and music-making.,"The artwork 'The Family Concert' by Jan Steen depicts a lively scene of a family gathered to make music together. Various individuals engaged in playing instruments, singing, and enjoying each other's company populate the rich interior. The painting is filled with delicate details, such as musical instruments, domestic accessories, and the play of light and shadow, creating a dynamic and vivid snapshot of the period's social life.","This painting is executed in the Baroque style, characteristic of the 17th century Dutch Golden Age. Jan Steen is known for his detailed and animated scenes that often carry a moral lesson. The vivid depiction of textures, from the luxurious clothing to the reflective glassware, and the masterful use of chiaroscuro to draw attention to the figures and actions within the domestic interior, are typical of the aesthetic of the time. The composition is informal and appears candid, suggesting a snapshot of life rather than a posed arrangement, which contributes to the painting's sense of spontaneity and realism.","['Baroque', 'Dutch Golden Age', 'Realism', 'Chiaroscuro', 'Detailed', 'Domestic Scene']","The painting portrays the social and cultural significance of music in 17th-century Dutch society, reflecting not just entertainment but also educational and virtuous aspects of family life. The intimacy of the setting and the interactiveness of the characters suggest a moral undertone about the values of family bonding, leisure, and perhaps a subtle critique of the excesses or indulgences of domestic life.","['Music', 'Family', 'Domestic Life', 'Education', 'Leisure', 'Moral Lesson']","{'Family': 'Members of a family are shown engaging in music-making, an activity symbolizing unity and cultural refinement of the era.', 'Musical Instruments': 'A cello, a guitar, and other period musical instruments are depicted, highlighting the centrality of music in the scene.', 'Domestic Interior': 'A richly detailed domestic interior sets the stage for the scene, showcasing the lifestyle and material culture of the time.'}","['Dogs', 'Cat', 'Window', 'Painting within the painting', 'Drinking glasses', 'Clothing', 'Furniture']","['Baroque', 'Dutch Golden Age']","['Family', 'Musical Instruments', 'Domestic Interior', 'Dogs', 'Cat', 'Window', 'Painting within the painting', 'Drinking glasses', 'Clothing', 'Furniture']","['Baroque', 'Dutch Golden Age', 'Realism', 'Chiaroscuro', 'Detailed', 'Domestic Scene', 'Music', 'Family', 'Domestic Life', 'Education', 'Leisure', 'Musical Instruments', 'Dogs', 'Cat', 'Window', 'Clothing', 'Furniture']"
Eliza R. Read,"Royall Brewster Smith (American, 1801-1855)",1833,1833.0,1833.0,Oil on canvas,NGA-12b7623b-cc9d-4a18-8a7d-e9c58d153f97,"https://api.nga.gov/iiif/12b7623b-cc9d-4a18-8a7d-e9c58d153f97/full/1686,/0/default.jpg",Portraiture capturing the solemn likeness of a woman named Eliza R. Read.,"The artwork depicts Eliza R. Read seated, facing slightly to her left with focused, contemplative eyes and a steady composure. She wears a dark dress with a lace collar, a lace cap, and a golden necklace. Her right hand rests on a surface alongside fine white fabric.","The style of the painting is reflective of early 19th-century American portraiture, employing a naive or folk art quality. There is a notable flatness to the depiction of form and a simplicity in the handling of light and shadow. The artist has used a straightforward, earnest approach to portraiture, emphasizing detail in the subject's attire and accessories, while the facial expression conveys a direct unembellished likeness.","['American Portraiture', '19th Century', 'Folk Art', 'Naive Art', 'Realism']","The theme focuses on capturing the character and social status of Eliza R. Read, presented in a personal and detailed way that often accompanied portraits of the era. Such works often served to commemorate individuals and convey their identity to posterity.","['Portraiture', 'Identity', '19th-Century Society', 'Personal Likeness', 'Commemoration']","{'Eliza R. Read': 'The subject of the portrait, Eliza R. Read, is depicted with a solemn demeanor, dressed in a formal, dark-colored attire with white lace detail, a lace cap, and a golden necklace.'}","['lace cap', 'golden necklace', 'white fabric', 'chair']","['American Folk Art', 'Naive Art']","['Eliza R. Read', 'lace cap', 'golden necklace', 'white fabric', 'chair']","['American Portraiture', 'Folk', 'Naive', 'Realism', 'Portraiture', 'Commemoration', 'Chair', 'American Folk']"
Hannah Lemmon Corcoran (Mrs. Thomas Corcoran),"Charles Peale Polk (American, 1767-1822)",c. 1802/1810,1802.0,1810.0,Oil on canvas,NGA-2ec2f54a-f548-41c7-bb37-2c496fcbd9e6,"https://api.nga.gov/iiif/2ec2f54a-f548-41c7-bb37-2c496fcbd9e6/full/1686,/0/default.jpg",An early 19th-century portrait of a woman painted with a neoclassical touch.,"This portrait depicts Hannah Lemmon Corcoran, seated slightly to her left with her gaze facing the viewer. She is dressed in a white empire waist gown with a sheer shawl and bonnet. A green curtain forms the background on the left, while the right shows a muted wall. Her right arm rests on a table with a small white vase of pink flowers.","The artwork is executed in a style characteristic of neoclassical American portraiture from the early 1800s. The painting focuses on realism and captures the fine details of the subject's attire and expression. The artist's use of soft lighting and careful brushwork provides a gentle and somewhat idealized representation of Mrs. Corcoran. The composition is balanced and traditional, with attention to the textures of fabrics and the subtle hues in the background.","['Neoclassical', 'American Art', 'Realism', 'Portraiture', '1800s']","The theme centers on capturing the likeness and character of Hannah Lemmon Corcoran. This work is a personal commission typical of the era, reflecting the status and attributes valued by society at the time, such as sophistication and elegance.","['Portraiture', 'Woman', 'Identity', '19th Century Society', 'Elegance']","{'Hannah Lemmon Corcoran': 'The sitter, depicted with a naturalistic approach, exudes calm dignity. She is the central focus, wearing period-appropriate attire and accessorized with a bonnet.', 'Table with vase and flowers': 'To the right there is a small table holding a vase with pink flowers, which may signify beauty or domestic tranquility.'}","['Green curtain', 'Wall', 'Sheer shawl']",['Neoclassicism'],"['Hannah Lemmon Corcoran', 'Table with vase and flowers', 'Green curtain', 'Wall', 'Sheer shawl']","['Neoclassical', 'American', 'Realism', 'Portraiture', 'Woman', 'Elegance', 'Wall', 'Neoclassicism']"
