title,creation_year_start,creation_year_end,medium,classification,dimension,artwork_id,full_image_url,artist_id,artist_display
Landscape,1767,1767,hanging scroll; ink and light color on paper,Painting,"{'painting only': {'height': 1.332, 'width': 0.452}, 'including mounting': {'height': 2.16, 'width': 0.677}}",TCMA-f60529fd-831c-4343-8ce5-b03bf36f105a,https://openaccess-cdn.clevelandart.org/1978.7/1978.7_full.tif,TCMA-315389,"Kan Tenju (Japanese, 1727–1795)"
Plum Tree,1680,1716,hanging scroll; ink on silk,Painting,"{'image': {'height': 0.94, 'width': 0.354}, 'including mounting': {'height': 1.772, 'width': 0.518}}",TCMA-e5d77635-9bab-413f-aa26-89d52dbee012,https://openaccess-cdn.clevelandart.org/1983.10/1983.10_full.tif,TCMA-11285,"Ogata Kōrin (Japanese, 1658–1716)"
Hell Courtesan,1871,1889,"Hanging scroll; ink, color, gold, and silver on silk",Painting,"{'image': {'height': 1.442, 'width': 0.676}, 'overall': {'height': 2.337, 'width': 0.921}}",TCMA-5a3cb197-c853-452c-8e45-42c23e8eb73d,https://openaccess-cdn.clevelandart.org/1985.268/1985.268_full.tif,TCMA-6187,"Kawanabe Kyōsai (Japanese, 1831–1889)"
"Sophie Guillemette, Grand Duchess of Baden (1801-1865)",1831,1831,oil on fabric,Painting,"{'framed': {'height': 0.575, 'width': 0.465, 'depth': 0.1}, 'unframed': {'height': 0.391, 'width': 0.285}}",TCMA-6403f948-b8ba-4b5d-b60e-b3f96807e798,https://openaccess-cdn.clevelandart.org/1979.43/1979.43_full.tif,TCMA-2965,"Franz Xaver Winterhalter (German, 1805–1873)"
"Polyhymnia, Muse of Eloquence",1800,1800,oil on canvas,Painting,"{'overall': {'height': 2.75, 'width': 1.77}}",TCMA-6ff0df77-5ef1-44ab-b1fa-0079b9d191b5,https://openaccess-cdn.clevelandart.org/2003.6.1/2003.6.1_full.tif,TCMA-44231,"Charles Meynier (French, 1768–1832)"
Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 47,1200,1299,"Album, ink on paper",Painting,"{'painting': {'height': 0.341, 'width': 0.382}}",TCMA-250347e9-eac6-4871-b2f1-3fb3c4bb93dc,https://openaccess-cdn.clevelandart.org/2004.1.47/2004.1.47_full.tif,,
Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 48,1200,1299,"Album, ink on paper",Painting,"{'painting': {'height': 0.341, 'width': 0.384}}",TCMA-42cacdbe-14f2-420e-a6d6-c31564a09370,https://openaccess-cdn.clevelandart.org/2004.1.48/2004.1.48_full.tif,,
Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 49,1200,1299,"Album, ink on paper",Painting,"{'painting': {'height': 0.342, 'width': 0.384}}",TCMA-301dc57b-176d-4852-9b0a-bca37c708336,https://openaccess-cdn.clevelandart.org/2004.1.49/2004.1.49_full.tif,,
Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra),1119,1119,"Covers: Gum tempera, colors, and paper on wood; pages: gum tempera and ink on palm leaves",Painting,"{'covers overall': {'height': 0.065, 'width': 0.57, 'depth': 0.015}}",TCMA-40805669-72ba-49ee-8168-0ba700042c9f,https://openaccess-cdn.clevelandart.org/1938.301/1938.301_full.tif,,
The Fourth King of Hell,1375,1392,"Hanging scroll; ink, color, and gold ink on silk",Painting,"{'image': {'height': 0.63, 'width': 0.453}, 'overall': {'height': 1.362, 'width': 0.589}, 'overall with knobs': {'height': 1.362, 'width': 0.639}, 'mounted with cord': {'height': 1.389, 'width': 0.639}, 'knob diam': {'depth': 0.026}}",TCMA-f5de9a8c-ae15-46b9-aa8e-1c23ff54636f,https://openaccess-cdn.clevelandart.org/2019.224/2019.224_full.tif,,
Gooseberries on a Table,1701,1701,oil on paper mounted on wood,Painting,"{'framed': {'height': 0.455, 'width': 0.385, 'depth': 0.045}, 'unframed': {'height': 0.297, 'width': 0.228}}",TCMA-8b9b3279-20c6-4692-93c7-8763b9c88fea,https://openaccess-cdn.clevelandart.org/1987.32/1987.32_full.tif,TCMA-2852,"Adriaen Coorte (Dutch, 1660–1707)"
"Puppies, Sparrows, and Chrysanthemums",1788,1799,Fusuma panels remounted as hanging scrolls; ink and slight color on paper,Painting,"{'each panel': {'height': 2.114, 'width': 0.94}, 'each painting': {'height': 1.676, 'width': 0.915}}",TCMA-007624b5-90f5-41ce-ab34-668cee6b29f3,https://openaccess-cdn.clevelandart.org/1970.71/1970.71_full.tif,TCMA-381102,"Nagasawa Rosetsu (Japanese, 1754–1799)"
Five Pine Trees,1747,1747,Hanging scroll; ink on paper,Painting,"{'image': {'height': 1.999, 'width': 0.943}, 'mounted': {'height': 2.602, 'width': 1.06}, 'overall': {'height': 2.6, 'width': 0.98}, 'overall with knobs': {'height': 2.6, 'width': 1.055}}",TCMA-de700084-a50b-4acc-abda-163fa5c7f3c9,https://openaccess-cdn.clevelandart.org/1976.112/1976.112_full.tif,TCMA-31397,"Li Shan (Chinese, c. 1686–1762)"
Painting Party,1880,1880,hanging scroll; ink and color on paper,Painting,"{'painting only': {'height': 1.39, 'width': 0.69}, 'including mounting': {'height': 2.21, 'width': 0.975}}",TCMA-690b2c5e-35b4-4bd4-8099-cce3ecc9556b,https://openaccess-cdn.clevelandart.org/1983.88/1983.88_full.tif,TCMA-6187,"Kawanabe Kyōsai (Japanese, 1831–1889)"
"The Birth of Krishna, from a Sursagar of Surdas (Indian, c. 1480–1580)",1700,1710,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.336, 'width': 0.222}, 'overall': {'height': 0.37, 'width': 0.254}, 'with mat': {'height': 0.49, 'width': 0.363}}",TCMA-28d062be-5450-42e1-88ea-90812ddabcb2,https://openaccess-cdn.clevelandart.org/1984.65/1984.65_full.tif,,
Scene from the Tale of the Wisteria Robe,1400,1499,section of a handscroll mounted as a hanging scroll; ink on paper,Painting,"{'image': {'height': 0.162, 'width': 0.33}, 'overall': {'height': 1.054, 'width': 0.572}}",TCMA-10b98ecd-ead2-4a83-81ce-cda16b6942a8,https://openaccess-cdn.clevelandart.org/1985.132/1985.132_full.tif,,
Evening Mood-Lidingö,1900,1900,oil on canvas,Painting,"{'framed': {'height': 0.94, 'width': 1.724, 'depth': 0.051}, 'unframed': {'height': 0.901, 'width': 1.686}}",TCMA-dfc79fcc-8ef5-472f-a55f-b7cb91046155,https://openaccess-cdn.clevelandart.org/2005.4/2005.4_full.tif,TCMA-51019,"Eugène Jansson (Swedish, 1862–1915)"
Cupids in Conspiracy,1740,1749,oil on canvas,Painting,"{'framed': {'height': 0.775, 'width': 1.315, 'depth': 0.06}, 'unframed': {'height': 0.688, 'width': 1.232}}",TCMA-c85074a7-767c-47da-a92d-a1cdc6f64fbe,https://openaccess-cdn.clevelandart.org/1948.181.2/1948.181.2_full.tif,TCMA-1888,"François Boucher (French, 1703–1770)"
Landscape Album in Various Styles: The Stream of Wuling,1684,1684,"album leaf, ink and light color on paper",Painting,"{'overall': {'height': 0.299, 'width': 0.394}}",TCMA-9fcbe40a-9be6-4ee5-baff-790c753c3abd,https://openaccess-cdn.clevelandart.org/1955.37.4/1955.37.4_full.tif,TCMA-23580,"Zha Shibiao (Chinese, 1615–1698)"
A Vignette of Life on the Frontier,1717,1722,Folding fan; ink and color on paper,Painting,"{'overall with sticks': {'height': 0.33, 'width': 0.55}, 'painting': {'height': 0.19, 'width': 0.55}}",TCMA-cf8c3a88-dfad-4b81-b614-4e6473453a0b,https://openaccess-cdn.clevelandart.org/1979.18/1979.18_full.tif,TCMA-31379,"Jiao Bingzhen (Chinese, active c. 1670–1726)"
Shakyamuni with two attendants,1300,1399,"Hanging scroll; ink, color, and gold on silk",Painting,"{'overall': {'height': 2.935, 'width': 1.36}, 'painting only': {'height': 2.184, 'width': 1.128}, 'with knobs': {'height': 2.935, 'width': 1.442}}",TCMA-2268fc70-f431-4f62-8d8c-c5a4e1b9b170,https://openaccess-cdn.clevelandart.org/1982.25/1982.25_full.tif,,
Gathering of Otsu-e Subjects,1850,1891,Eight-panel folding screen; ink and color on hemp,Painting,"{'image': {'height': 1.01, 'width': 3.96}, 'overall': {'height': 1.7, 'width': 3.36}, 'closed': {'height': 1.7, 'width': 0.117, 'depth': 0.616}}",TCMA-3010667d-effc-4801-89e1-e41db39dfc06,https://openaccess-cdn.clevelandart.org/1982.9/1982.9_full.tif,TCMA-6172,"Shibata Zeshin (Japanese, 1807–1891)"
Paintings after Ancient Masters: A Lohan [after Guanxiu],1598,1652,"album leaf, ink and color on silk",Painting,"{'painting only': {'height': 0.254, 'width': 0.237}, 'overall': {'height': 0.302, 'width': 0.267}}",TCMA-f4d3efb1-eb4e-4413-8456-e85e02fc2b5b,https://openaccess-cdn.clevelandart.org/1979.27.2.13/1979.27.2.13_full.tif,TCMA-6274,"Chen Hongshou (Chinese, 1598/99–1652)"
Boats at Berck-sur-Mer,1873,1873,oil on fabric,Painting,"{'framed': {'height': 0.525, 'width': 0.74, 'depth': 0.07}, 'unframed': {'height': 0.34, 'width': 0.558}}",TCMA-293006ed-8a2e-418a-a018-73b85045fe32,https://openaccess-cdn.clevelandart.org/1940.534/1940.534_full.tif,TCMA-1796,"Edouard Manet (French, 1832–1883)"
Antelope and deer hunt,1602,1613,Gum tempera and gold on paper,Painting,"{'image': {'height': 0.2, 'width': 0.118}, 'overall': {'height': 0.37, 'width': 0.253}}",TCMA-bfc87b37-3d8b-4e01-aac3-3a9d73077e4b,https://openaccess-cdn.clevelandart.org/1939.66/1939.66_full.tif,TCMA-6966,"Govardhan (Indian, active c.1596–1645)"
Playing the Qin in a Secluded Valley,1548,1548,"hanging scroll, ink and light color on paper",Painting,"{'overall': {'height': 1.32, 'width': 0.505}}",TCMA-d1f4bb55-7395-4c93-8aa9-829d49e185e1,https://openaccess-cdn.clevelandart.org/1969.60/1969.60_full.tif,TCMA-31114,"Wen Zhengming (Chinese, 1470–1559)"
"Landscape at Saint-André, Near Marseilles",1860,1870,oil on wood panel,Painting,"{'unframed': {'height': 0.386, 'width': 0.584}}",TCMA-7125a219-af43-4253-9af1-6ae3aa5901d3,https://openaccess-cdn.clevelandart.org/1980.265/1980.265_full.tif,TCMA-1782,"Paul Guigou (French, 1834–1871)"
Drinking in the Moonlight,1189,1225,Album leaf; ink on silk,Painting,"{'painting': {'height': 0.245, 'width': 0.25}, 'overall': {'height': 0.338, 'width': 0.392}}",TCMA-8dc87efd-c18b-46c2-8a29-e71e4bdeb81c,https://openaccess-cdn.clevelandart.org/1997.89/1997.89_full.tif,TCMA-11236,"Ma Yuan (Chinese, c. 1150-after 1255)"
"Lotuses, Insects, and Birds",1800,1899,"hanging scroll, ink and color on silk",Painting,"{'image': {'height': 1.126, 'width': 0.575}, 'overall': {'height': 1.745, 'width': 0.775}}",TCMA-b51e5117-5796-43cb-8b90-268e5c969bb5,https://openaccess-cdn.clevelandart.org/1985.18/1985.18_full.tif,,
"The Thousand Acres of Clouds, from Twelve Views of Tiger Hill, Suzhou",1491,1509,Album leaf; ink on paper or ink and slight color on paper,Painting,"{'image': {'height': 0.308, 'width': 0.422}, 'overall': {'height': 0.365, 'width': 0.499}}",TCMA-b445acf8-0d8e-47a3-af84-3d4bae012b74,https://openaccess-cdn.clevelandart.org/1964.371.9/1964.371.9_full.tif,TCMA-23557,"Shen Zhou (Chinese, 1427–1509)"
"Mughal ruler Humayun defeating the Afghans before reconquering India, folio from an Akbar-nama (Book of Akbar) of Abu’l Fazl (Indian, 1551–1602)",1585,1595,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.312, 'width': 0.186}, 'overall': {'height': 0.365, 'width': 0.231}}",TCMA-6631a71a-8339-4955-a42c-03def510a343,https://openaccess-cdn.clevelandart.org/1971.77/1971.77_full.tif,,
"Portrait of Jean Léglise, Merchant, Mayor of Saint-Martin-de-Seignanx",1868,1868,oil on fabric,Painting,"{'unframed': {'height': 0.801, 'width': 0.653}}",TCMA-8ca87a58-1859-4aed-ab56-8116c3b335c5,https://openaccess-cdn.clevelandart.org/1980.232/1980.232_full.tif,TCMA-1736,"Léon Bonnat (French, 1833–1922)"
Adoration of the Shepherds,1505,1515,oil on wood,Painting,"{'framed': {'height': 0.86, 'width': 0.855, 'depth': 0.04}, 'unframed': {'height': 0.58, 'width': 0.566}}",TCMA-c497af38-0192-4463-b053-0944acf3ad56,https://openaccess-cdn.clevelandart.org/1916.807/1916.807_full.tif,TCMA-2440,Hans Leonhard Schäufelein (German)
St. Francis Kneeling before Christ on the Cross,1437,1444,tempera and gold on wood,Painting,"{'framed': {'height': 0.91, 'width': 0.465, 'depth': 0.045}, 'unframed': {'height': 0.81, 'width': 0.402}}",TCMA-b8e31722-0003-4bae-8e7c-990a579cd87c,https://openaccess-cdn.clevelandart.org/1962.36/1962.36_full.tif,TCMA-2296,"Sassetta (Italian, 1392–1450)"
Conversation in a Thatched Hut,1275,1299,album leaf; ink and color on silk,Painting,"{'overall': {'height': 0.26, 'width': 0.273}}",TCMA-5d064acb-c8a0-454b-bfa8-cb45e23c01d5,https://openaccess-cdn.clevelandart.org/1975.21/1975.21_full.tif,,
"The siege of Arbela in the era of Hulagu Khan, from a Chingiz-nama (Book of Chingiz Khan) of the Jami al-tavarikh (Compendium of Chronicles) of Rashid al-Din (Persian, 1247–1318)",1591,1601,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.34, 'width': 0.2}, 'overall': {'height': 0.385, 'width': 0.25}, 'with mat': {'height': 0.49, 'width': 0.363}}",TCMA-8a121d4b-a733-4dc6-b411-e9e688023f33,https://openaccess-cdn.clevelandart.org/1947.502/1947.502_full.tif,TCMA-6362,"Basavana (Indian, active c. 1560–1600)"
"The siege of Arbela in the era of Hulagu Khan, page from a Chingiz-nama (Book of Chingiz Khan) of the Jami al-tavarikh (Compendium of Chronicles) of Rashid al-Din (Persian,1247–1318)",1591,1601,Gum tempera and gold on paper,Painting,"{'image': {'height': 0.34, 'width': 0.2}, 'overall': {'height': 0.385, 'width': 0.25}, 'with mat': {'height': 0.49, 'width': 0.363}}",TCMA-8a64599e-91fd-4f5b-93c3-50da4f1603fe,https://openaccess-cdn.clevelandart.org/1947.502.a/1947.502.a_full.tif,TCMA-6362,"Basavana (Indian, active c. 1560–1600)"
"The Five Sages Terrace, from Twelve Views of Tiger Hill, Suzhou",1491,1509,Album leaf; ink on paper or ink and slight color on paper,Painting,"{'image': {'height': 0.315, 'width': 0.414}, 'overall': {'height': 0.365, 'width': 0.499}}",TCMA-641bbad6-23f4-43e3-9bd7-d0a9b5ef83b5,https://openaccess-cdn.clevelandart.org/1964.371.8/1964.371.8_full.tif,TCMA-23557,"Shen Zhou (Chinese, 1427–1509)"
Leaping Carp,1368,1644,"hanging scroll, ink and color on silk",Painting,"{'image': {'height': 1.405, 'width': 0.837}, 'overall': {'height': 2.26, 'width': 1.012}, 'with knobs': {'height': 2.26, 'width': 1.095}}",TCMA-d5d231e1-3e9c-4159-a0e4-d1b04d0bd9a8,https://openaccess-cdn.clevelandart.org/1977.55/1977.55_full.tif,TCMA-22859,"Liu Jie (Chinese, c. 1447–1520s)"
Landscapes in Various Styles after Old Masters,1690,1690,Album of ten leaves; ink and color on paper,Painting,"{'overall': {'height': 0.286, 'width': 0.44}}",TCMA-4437de7b-f374-4491-92a6-810b893cb75c,https://openaccess-cdn.clevelandart.org/1962.157/1962.157_full.tif,TCMA-6341,"Mei Qing (Chinese, 1623–1697)"
An Elderly Man in Prayer,1660,1700,oil on canvas,Painting,"{'framed': {'height': 1.194, 'width': 1.067, 'depth': 0.159}, 'unframed': {'height': 0.873, 'width': 0.72}}",TCMA-e4144d8a-3f3a-4ede-b843-1e7e3b8e4068,https://openaccess-cdn.clevelandart.org/1967.16/1967.16_full.tif,TCMA-2520,"Rembrandt van Rijn (Dutch, 1606–1669)"
Water Buffalo Returning Home,1781,1781,"Hanging scroll, ink and light color on silk",Painting,"{'overall': {'height': 2.032, 'width': 0.592}, 'painting only': {'height': 1.308, 'width': 0.462}}",TCMA-a131cc2f-52d9-4c72-b87b-b2c20cec1ae3,https://openaccess-cdn.clevelandart.org/1970.77/1970.77_full.tif,TCMA-6071,"Yosa Buson (Japanese, 1716–1783)"
A Beauty,1805,1815,hanging scroll; ink and color on silk,Painting,"{'overall': {'height': 1.804, 'width': 0.483}, 'painting only': {'height': 0.94, 'width': 0.31}}",TCMA-2264c405-d6cd-4630-9be7-54f3fece0774,https://openaccess-cdn.clevelandart.org/1985.256/1985.256_full.tif,TCMA-23421,"Fujimaro (Japanese, d. 1830)"
Iconographical Sketch (Zuzō) for the Benevolent Kings Sutra Mandala,1100,1199,Hanging scroll; ink on paper,Painting,"{'image': {'height': 1.221, 'width': 1.123}, 'overall': {'height': 2.032, 'width': 1.371}}",TCMA-810e2951-0c99-4ba2-b53b-3a72dbcd7ee5,https://openaccess-cdn.clevelandart.org/1987.39/1987.39_full.tif,,
Kasuga Deer Mandala,1336,1499,"hanging scroll; ink, color and gold on silk",Painting,"{'image': {'height': 0.956, 'width': 0.391}, 'mounted': {'height': 1.842, 'width': 0.638}}",TCMA-963f28fa-f3c8-4fb8-b000-8eff011ecfad,https://openaccess-cdn.clevelandart.org/1988.19/1988.19_full.tif,,
Sketch of Ibaraki-dōji,1830,1850,"hanging scroll, ink on paper",Painting,"{'overall': {'height': 2.146, 'width': 1.955}, 'mounted': {'height': 2.052, 'width': 1.852}, 'painting only': {'height': 1.61, 'width': 1.722}}",TCMA-9c100561-3888-47d3-939d-1153cacc6f42,https://openaccess-cdn.clevelandart.org/1990.6/1990.6_full.tif,TCMA-6172,"Shibata Zeshin (Japanese, 1807–1891)"
Woman Ironing,1892,1892,oil on board,Painting,"{'unframed': {'height': 0.214, 'width': 0.254}, 'framed': {'height': 0.314, 'width': 0.335, 'depth': 0.029}}",TCMA-9c7363e1-9e16-4846-aaa0-288043a7fad0,https://openaccess-cdn.clevelandart.org/2020.119/2020.119_full.tif,TCMA-1833,"Edouard Vuillard (French, 1868–1940)"
Bejeweled Buddha Preaching,1648,1648,"Gum tempera, ink, and gold on cloth",Painting,"{'overall': {'height': 1.095, 'width': 0.825}}",TCMA-871ff600-17ab-4ce1-8a67-1e1023b9b874,https://openaccess-cdn.clevelandart.org/1973.69/1973.69_full.tif,,
Portrait of Infante Don Luis de Borbon,1771,1781,oil on canvas,Painting,"{'framed': {'height': 1.805, 'width': 1.27, 'depth': 0.08}, 'unframed': {'height': 1.527, 'width': 1.0}}",TCMA-a64753e0-1df8-4c89-8621-00583c0bdc69,https://openaccess-cdn.clevelandart.org/1966.14/1966.14_full.tif,TCMA-2709,"Anton Raphael Mengs (German, 1728–1779)"
Adoration of the Magi,1500,1599,oil on canvas,Painting,"{'framed': {'height': 1.68, 'width': 2.5, 'depth': 0.14}, 'unframed': {'height': 1.345, 'width': 2.17}}",TCMA-82dab83a-72be-433d-b3d4-73b90f1d9cb7,https://openaccess-cdn.clevelandart.org/1957.150/1957.150_full.tif,TCMA-2341,"Titian (Italian, c. 1488–1576)"
"View of Bordeaux, from the Quai des Chartrons",1874,1874,oil on fabric,Painting,"{'framed': {'height': 0.805, 'width': 1.155, 'depth': 0.1}, 'unframed': {'height': 0.547, 'width': 0.895}}",TCMA-25376f97-c6f9-4d2c-8d24-6f4a45c975f6,https://openaccess-cdn.clevelandart.org/1986.73/1986.73_full.tif,TCMA-1568,"Eugène Boudin (French, 1824–1898)"
Glaucus and Nydia,1867,1867,oil on wood panel,Painting,"{'framed': {'height': 0.555, 'width': 0.81, 'depth': 0.045}, 'unframed': {'height': 0.39, 'width': 0.643}}",TCMA-65d660c2-95c6-4d5f-91f3-847f3c92fe27,https://openaccess-cdn.clevelandart.org/1977.128/1977.128_full.tif,TCMA-2954,"Lawrence Alma-Tadema (British, 1836–1912)"
Orchid Pavilion Gathering,1777,1777,hanging scroll; ink on silk,Painting,"{'painting': {'height': 1.227, 'width': 0.557}, 'mounted': {'height': 1.974, 'width': 0.588}, 'with knobs': {'height': 1.974, 'width': 0.643}}",TCMA-59c275f2-8a88-4dab-b88d-626515a952d3,https://openaccess-cdn.clevelandart.org/1979.53/1979.53_full.tif,TCMA-35627,"Soga Shōhaku (Japanese, 1730–1781)"
"""Seventh Month"" from the Odes of Bin",1200,1299,Handscroll; ink and color on silk,Painting,"{'image': {'height': 0.225, 'width': 6.872}}",TCMA-aa1cfc91-66e0-4f13-80cc-0ef45048a41e,https://openaccess-cdn.clevelandart.org/1980.187/1980.187_full.tif,,
Self Portrait,1824,1824,oil on canvas,Painting,"{'framed': {'height': 0.51, 'width': 0.42, 'depth': 0.045}, 'unframed': {'height': 0.413, 'width': 0.328}}",TCMA-e6213d65-bfef-475c-905d-0cf59f40af1a,https://openaccess-cdn.clevelandart.org/2004.17/2004.17_full.tif,TCMA-47729,"François LePage (French, 1796–1871)"
The Death of Sophonisba,1805,1815,oil on canvas,Painting,"{'framed': {'height': 0.52, 'width': 0.8, 'depth': 0.07}, 'unframed': {'height': 0.4, 'width': 0.6}}",TCMA-e98223f9-bffd-4ec3-8296-80a01c73943c,https://openaccess-cdn.clevelandart.org/2008.71/2008.71_full.tif,TCMA-29716,"Pierre Guérin (French, 1774–1833)"
"Portrait of Maria Kitscher, Frau von Freyberg",1545,1545,oil on wood,Painting,"{'framed': {'height': 0.81, 'width': 0.625, 'depth': 0.085}, 'unframed': {'height': 0.614, 'width': 0.46}}",TCMA-15dc2766-13e9-4237-ae47-4f6551c9411f,https://openaccess-cdn.clevelandart.org/1944.88/1944.88_full.tif,TCMA-2573,"Hans Mielich (German, 1516–1573)"
Bacchante on a Panther,1855,1855,oil on fabric,Painting,"{'framed': {'height': 0.873, 'width': 1.27, 'depth': 0.054}, 'unframed': {'height': 0.714, 'width': 1.113}}",TCMA-d2c285d7-5922-4355-bb51-4dba14d49494,https://openaccess-cdn.clevelandart.org/1980.238.2/1980.238.2_full.tif,TCMA-1571,"William Adolphe Bouguereau (French, 1825–1905)"
Portrait of the Great Master Yeongwoldang Eungjin,1700,1799,"hanging scroll, ink, color and gold on silk",Painting,"{'overall': {'height': 2.169, 'width': 1.033}, 'painting only': {'height': 1.144, 'width': 0.792}}",TCMA-6c2f4778-3f0c-4326-b952-67d43f58d22e,https://openaccess-cdn.clevelandart.org/1990.16/1990.16_full.tif,,
Irises,1700,1755,"pair of six-panel folding screens, ink and color on gilded paper",Painting,"{'overall': {'height': 1.54, 'width': 3.343}}",TCMA-aa8ebcd8-7706-480f-a76b-ebaedcb64643,https://openaccess-cdn.clevelandart.org/1954.603/1954.603_full.tif,TCMA-6037,"Watanabe Shikō (Japanese, 1683–1755)"
White-Robed Guanyin,1275,1300,Hanging scroll; ink on paper,Painting,"{'image': {'height': 1.04, 'width': 0.423}, 'mounted': {'height': 1.955, 'width': 0.75}, 'painting': {'height': 1.045, 'width': 0.422}, 'overall': {'height': 1.954, 'width': 0.566}, 'overall with knobs': {'height': 1.954, 'width': 0.618}}",TCMA-c967671c-b76d-49c0-9273-2bd1e2f99e98,https://openaccess-cdn.clevelandart.org/1972.160/1972.160_full.tif,TCMA-31450,"Zhang Yuehu (Chinese, active 1200s)"
Buddha Amitābha with Two Attending Bodhisattvas,1200,1299,Hanging scroll; ink and color on silk,Painting,"{'painting': {'height': 1.34, 'width': 0.797}, 'overall': {'height': 2.23, 'width': 0.957}, 'overall with knobs': {'height': 2.245, 'width': 1.015}}",TCMA-c6918e83-ab5e-4396-bbcc-4498810131cb,https://openaccess-cdn.clevelandart.org/1974.35/1974.35_full.tif,,
Sericulture (The Process of Making Silk),1200,1225,Handscroll; ink and color on silk,Painting,"{'third section': {'height': 0.276, 'width': 0.923}, 'second section': {'height': 0.276, 'width': 0.923}, 'first section': {'height': 0.267, 'width': 0.986}}",TCMA-e857d43a-cffe-4e0d-b976-7ecf53605044,https://openaccess-cdn.clevelandart.org/1977.5/1977.5_full.tif,TCMA-31474,"Liang Kai (Chinese, mid-1100s-early 1200s)"
Landscape with a Distant Temple,1600,1699,hanging scroll; ink on paper,Painting,"{'overall': {'height': 1.956, 'width': 0.572}, 'painting only': {'height': 1.077, 'width': 0.45}}",TCMA-b5af89eb-f8d7-412b-ae94-96b8f3349ec8,https://openaccess-cdn.clevelandart.org/1979.52/1979.52_full.tif,,
Thirty-Six Poetic Immortals of the Buddhist Clergy,1392,1499,Fragment of a handscroll remounted as a hanging scroll; ink and slight color on paper,Painting,"{'painting': {'height': 0.291, 'width': 0.445}, 'mounted': {'height': 1.132, 'width': 0.566}, 'with knobs': {'height': 1.132, 'width': 0.612}}",TCMA-88848fa4-d8c7-4e6e-b3eb-88aef691cac0,https://openaccess-cdn.clevelandart.org/1985.88/1985.88_full.tif,,
"Ravana’s sister Shurpanakha complains that Lakshmana cut off her nose and ears, from Chapter 31 of the Aranya Kanda (Book of the Forest) of a “Shangri” Ramayana (Rama’s Journey)",1680,1720,"Gum tempera, ink, and gold on paper",Painting,"{'painting': {'height': 0.184, 'width': 0.289}, 'overall': {'height': 0.216, 'width': 0.318}}",TCMA-0652bb35-a260-482d-990b-504397d3eaea,https://openaccess-cdn.clevelandart.org/2018.107/2018.107_full.tif,,
"Album of Miscellaneous Subjects, Leaf 9",1650,1655,"album leaf, ink and color on silk",Painting,"{'image': {'height': 0.126, 'width': 0.173}, 'overall': {'height': 0.21, 'width': 0.22}}",TCMA-1b0e2141-3c4b-4896-99f1-ea1d5a403917,https://openaccess-cdn.clevelandart.org/1975.22.9/1975.22.9_full.tif,TCMA-33538,"Fan Qi (Chinese, 1616–after 1694)"
Portraits of Two Lineage Masters of the Kagyu Order: Phagmo Drupa (1110–1170) and Tashipel (1142–1210),1236,1310,Gum tempera on sized cotton,Painting,"{'overall': {'height': 0.514, 'width': 0.394}}",TCMA-3ea2a89b-d5d4-4da6-abc8-52d91eac62be,https://openaccess-cdn.clevelandart.org/1987.146/1987.146_full.tif,,
Orchard,1897,1897,oil on board,Painting,"{'unframed': {'height': 0.224, 'width': 0.294}, 'framed': {'height': 0.365, 'width': 0.438, 'depth': 0.043}}",TCMA-0d1358ce-0d9b-4c2f-a351-537e7483c6ed,https://openaccess-cdn.clevelandart.org/2020.120/2020.120_full.tif,TCMA-1833,"Edouard Vuillard (French, 1868–1940)"
Portrait of a Woman,1485,1500,oil on wood,Painting,"{'framed': {'height': 0.44, 'width': 0.345, 'depth': 0.055}, 'unframed': {'height': 0.303, 'width': 0.213}}",TCMA-1ee55933-adc8-471a-ab98-03421885398a,https://openaccess-cdn.clevelandart.org/1962.259/1962.259_full.tif,TCMA-2679,Master of the Holy Kinship (German)
Expulsion of Adam and Eve,1880,1889,oil on fabric,Painting,"{'unframed': {'height': 0.913, 'width': 0.707}}",TCMA-a6c6305e-e9eb-4ca5-8d23-310e16aacafe,https://openaccess-cdn.clevelandart.org/1980.258/1980.258_full.tif,TCMA-2949,"John Faed (Scottish, 1820–1902)"
Saint Mary Magdalen,1625,1635,oil on panel,Painting,"{'framed': {'height': 1.59, 'width': 1.32, 'depth': 0.13}, 'unframed': {'height': 1.308, 'width': 1.035}}",TCMA-dfc6a25b-670b-4249-845d-d67f0a129678,https://openaccess-cdn.clevelandart.org/1988.108/1988.108_full.tif,TCMA-1994,"Simon Vouet (French, 1590–1649)"
Rooster,1615,1625,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.183, 'width': 0.121}, 'overall': {'height': 0.373, 'width': 0.254}}",TCMA-29852f90-7e0c-4e19-ad9b-02c4e297cfaf,https://openaccess-cdn.clevelandart.org/1944.501/1944.501_full.tif,,
