objectid,locationid,title,date_start,date_end,medium,dimensions,classification,constituentid,forwarddisplayname,lastname,displaydate,artist_beginyear,artist_endyear,nationality,wikidataid,roletype,role,uuid,viewtype,maxpixels,depictstmsobjectid,artist_display,url,image_id
34148,,Portrait of a Man,1750.0,1775.0,Oil on canvas,"overall: 65.4 x 91.4 cm (25 3/4 x 36 in.)
framed: 74.9 x 66 x 5.1 cm (29 1/2 x 26 x 2 in.)",Painting,5554,Unknown 18th Century,Unknown 18th Century,,1700.0,1799.0,Unknown,,artist,painter,81393aa4-26ea-4727-8029-e9ca7081c57b,primary,,34148,Unknown 18th Century,https://api.nga.gov/iiif/81393aa4-26ea-4727-8029-e9ca7081c57b/full/max/0/default.jpg,NGA-81393aa4-26ea-4727-8029-e9ca7081c57b
34159,,John Philip Kemble,1867.0,1867.0,Oil on canvas,"overall: 53.6 x 40.9 cm (21 1/8 x 16 1/8 in.)
framed: 66.7 x 54 x 5.1 cm (26 1/4 x 21 1/4 x 2 in.)",Painting,1911,Gilbert Stuart,Stuart,"American, 1755 - 1828",1755.0,1828.0,American,Q41402,artist,artist after,fedb731e-1ac5-42cf-9de5-3cf73b967054,primary,,34159,"After Gilbert Stuart (American, 1755-1828)",https://api.nga.gov/iiif/fedb731e-1ac5-42cf-9de5-3cf73b967054/full/max/0/default.jpg,NGA-fedb731e-1ac5-42cf-9de5-3cf73b967054
34159,,John Philip Kemble,1867.0,1867.0,Oil on canvas,"overall: 53.6 x 40.9 cm (21 1/8 x 16 1/8 in.)
framed: 66.7 x 54 x 5.1 cm (26 1/4 x 21 1/4 x 2 in.)",Painting,1914,Thomas Sully,Sully,"American, born England, 1783 - 1872",1783.0,1872.0,American,Q786545,artist,painter,fedb731e-1ac5-42cf-9de5-3cf73b967054,primary,,34159,"Thomas Sully (American, born England, 1783-1872)",https://api.nga.gov/iiif/fedb731e-1ac5-42cf-9de5-3cf73b967054/full/max/0/default.jpg,NGA-fedb731e-1ac5-42cf-9de5-3cf73b967054
34154,,William Seton,1793.0,1794.0,Oil on canvas,"overall: 43.2 x 35.5 cm (17 x 14 in.)
framed: 58.1 x 50.2 x 5.7 cm (22 7/8 x 19 3/4 x 2 1/4 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,5630e5d4-8202-41bf-b622-603882eaf2b1,primary,,34154,Anonymous Artist,https://api.nga.gov/iiif/5630e5d4-8202-41bf-b622-603882eaf2b1/full/max/0/default.jpg,NGA-5630e5d4-8202-41bf-b622-603882eaf2b1
34154,,William Seton,1793.0,1794.0,Oil on canvas,"overall: 43.2 x 35.5 cm (17 x 14 in.)
framed: 58.1 x 50.2 x 5.7 cm (22 7/8 x 19 3/4 x 2 1/4 in.)",Painting,1911,Gilbert Stuart,Stuart,"American, 1755 - 1828",1755.0,1828.0,American,Q41402,artist,artist after,5630e5d4-8202-41bf-b622-603882eaf2b1,primary,,34154,"After Gilbert Stuart (American, 1755-1828)",https://api.nga.gov/iiif/5630e5d4-8202-41bf-b622-603882eaf2b1/full/max/0/default.jpg,NGA-5630e5d4-8202-41bf-b622-603882eaf2b1
34156,,Thomas Alston,1826.0,1826.0,Oil on canvas,"overall: 76.7 x 63.7 cm (30 3/16 x 25 1/16 in.)
framed: 105.4 x 92.1 x 8.3 cm (41 1/2 x 36 1/4 x 3 1/4 in.)",Painting,1914,Thomas Sully,Sully,"American, born England, 1783 - 1872",1783.0,1872.0,American,Q786545,artist,artist,94fe4654-86af-4d6c-ada0-3ca4bdf809ea,primary,,34156,"Thomas Sully (American, born England, 1783-1872)",https://api.nga.gov/iiif/94fe4654-86af-4d6c-ada0-3ca4bdf809ea/full/max/0/default.jpg,NGA-94fe4654-86af-4d6c-ada0-3ca4bdf809ea
34193,,Agnes Gordon Higginson Fuller (Mrs. George Fuller),1877.0,1877.0,Oil on canvas,"overall: 69 x 56 cm (27 3/16 x 22 1/16 in.)
framed: 81.3 x 66.7 x 8.3 cm (32 x 26 1/4 x 3 1/4 in.)",Painting,1326,George Fuller,Fuller,"American, 1822 - 1884",1822.0,1884.0,American,Q5539521,artist,artist,3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f,primary,,34193,"George Fuller (American, 1822-1884)",https://api.nga.gov/iiif/3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f/full/max/0/default.jpg,NGA-3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f
35085,,The Windmill,1884.0,1884.0,Oil on wood,"overall: 40.5 x 32 cm (15 15/16 x 12 5/8 in.)
framed: 66 x 57.8 x 8.3 cm (26 x 22 3/4 x 3 1/4 in.)",Painting,1114,Jean-Charles Cazin,Cazin,"French, 1841 - 1901",1841.0,1901.0,French,Q2778951,artist,artist,f91a9e32-acaf-4c43-8c30-479ed7d9577e,primary,,35085,"Jean-Charles Cazin (French, 1841-1901)",https://api.nga.gov/iiif/f91a9e32-acaf-4c43-8c30-479ed7d9577e/full/max/0/default.jpg,NGA-f91a9e32-acaf-4c43-8c30-479ed7d9577e
35090,,"Rialto Bridge, Venice",1770.0,1800.0,Oil on wood,"overall: 19.1 x 30.3 cm (7 1/2 x 11 15/16 in.)
framed: 34.6 x 45.7 x 6 cm (13 5/8 x 18 x 2 3/8 in.)",Painting,1363,Francesco Guardi,Guardi,"Venetian, 1712 - 1793",1712.0,1793.0,Italian,Q318769,artist,related artist,649827c9-0904-4a03-a23b-612107abd267,primary,,35090,"Possibly Francesco Guardi (Venetian, 1712-1793)",https://api.nga.gov/iiif/649827c9-0904-4a03-a23b-612107abd267/full/max/0/default.jpg,NGA-649827c9-0904-4a03-a23b-612107abd267
35090,,"Rialto Bridge, Venice",1770.0,1800.0,Oil on wood,"overall: 19.1 x 30.3 cm (7 1/2 x 11 15/16 in.)
framed: 34.6 x 45.7 x 6 cm (13 5/8 x 18 x 2 3/8 in.)",Painting,8333,Italian 18th Century,Italian 18th Century,,1700.0,1799.0,Italian,,artist,painter,649827c9-0904-4a03-a23b-612107abd267,primary,,35090,Italian 18th Century,https://api.nga.gov/iiif/649827c9-0904-4a03-a23b-612107abd267/full/max/0/default.jpg,NGA-649827c9-0904-4a03-a23b-612107abd267
39764,,Black-Footed Ferret,1840.0,1846.0,Oil on canvas,"overall: 55.5 x 68.5 cm (21 7/8 x 26 15/16 in.)
framed: 62.2 x 75.3 x 1.9 cm (24 1/2 x 29 5/8 x 3/4 in.)",Painting,128,John Woodhouse Audubon,Audubon,"American, 1812 - 1862",1812.0,1862.0,American,Q18508415,artist,painter,738e63ea-d7b2-4286-8a21-7ce46bc36dc0,primary,,39764,"John Woodhouse Audubon (American, 1812-1862)",https://api.nga.gov/iiif/738e63ea-d7b2-4286-8a21-7ce46bc36dc0/full/max/0/default.jpg,NGA-738e63ea-d7b2-4286-8a21-7ce46bc36dc0
41610,,The Singing Party,1732.0,1760.0,Oil on canvas,"overall: 73.1 x 92.1 cm (28 3/4 x 36 1/4 in.)
framed: 92.7 x 112.1 x 6.9 cm (36 1/2 x 44 1/8 x 2 11/16 in.)",Painting,6628,Philip Mercier,Mercier,"French, born Germany, 1689 - 1760",1689.0,1760.0,French,Q3380372,artist,painter,d3b87c14-c6ac-4812-bafb-a9b2348cbbec,primary,,41610,"Philip Mercier (French, born Germany, 1689-1760)",https://api.nga.gov/iiif/d3b87c14-c6ac-4812-bafb-a9b2348cbbec/full/max/0/default.jpg,NGA-d3b87c14-c6ac-4812-bafb-a9b2348cbbec
42409,,Mrs. Phebe Houston,1837.0,1837.0,Oil on canvas,"overall: 71.3 x 55.9 cm (28 1/16 x 22 in.)
framed: 91.9 x 76.3 x 6.6 cm (36 3/16 x 30 1/16 x 2 5/8 in.)",Painting,1150,Elias V. Coe,Coe,"American, 1794 - 1843",1794.0,1843.0,American,Q21408232,artist,artist,8067178d-ca0c-4025-b8fb-6b2a97999409,primary,,42409,"Elias V. Coe (American, 1794-1843)",https://api.nga.gov/iiif/8067178d-ca0c-4025-b8fb-6b2a97999409/full/max/0/default.jpg,NGA-8067178d-ca0c-4025-b8fb-6b2a97999409
42414,,Mr. Kline,1808.0,1808.0,Oil on wood,"overall: 22.7 x 17.6 cm (8 15/16 x 6 15/16 in.)
framed: 29.2 x 24.1 x 2.9 cm (11 1/2 x 9 1/2 x 1 1/8 in.)",Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,ab2c0c19-229e-4435-857f-231e71811b12,primary,,42414,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/ab2c0c19-229e-4435-857f-231e71811b12/full/max/0/default.jpg,NGA-ab2c0c19-229e-4435-857f-231e71811b12
42415,,Jacob (?) Leman,1808.0,1808.0,Oil on wood,"overall: 22.9 x 17.5 cm (9 x 6 7/8 in.)
framed: 33.7 x 28.6 x 4.3 cm (13 1/4 x 11 1/4 x 1 11/16 in.)",Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,54dde991-391e-4cb8-8ba7-2e49992b471a,primary,,42415,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/54dde991-391e-4cb8-8ba7-2e49992b471a/full/max/0/default.jpg,NGA-54dde991-391e-4cb8-8ba7-2e49992b471a
42416,,Joseph Leman,1808.0,1808.0,Oil on wood,"overall: 22.9 x 17.2 cm (9 x 6 3/4 in.)
framed: 33.7 x 28.6 x 4.3 cm (13 1/4 x 11 1/4 x 1 11/16 in.)",Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,168fa42b-4336-484d-bf66-e055c517e801,primary,,42416,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/168fa42b-4336-484d-bf66-e055c517e801/full/max/0/default.jpg,NGA-168fa42b-4336-484d-bf66-e055c517e801
42417,,Miss Leman,1808.0,1808.0,Oil on wood,"overall: 21 x 17 cm (8 1/4 x 6 11/16 in.)
framed: 33.7 x 28.4 x 4.4 cm (13 1/4 x 11 3/16 x 1 3/4 in.)",Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,50c48289-9683-4464-81b5-5221ad3f6b7b,primary,,42417,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/50c48289-9683-4464-81b5-5221ad3f6b7b/full/max/0/default.jpg,NGA-50c48289-9683-4464-81b5-5221ad3f6b7b
42424,,Everard Benjamin,1795.0,1795.0,Oil on canvas,"overall: 76.2 x 63.5 cm (30 x 25 in.)
framed: 81.9 x 69.2 x 3.1 cm (32 1/4 x 27 1/4 x 1 1/4 in.)",Painting,1420,William Jennys,Jennys,"American, active 1793/1807",1727.0,1853.0,American,Q8013556,artist,painter,b95a9525-11d8-4e03-bca4-a8b02a8d8aac,primary,,42424,"William Jennys (American, active 1793/1807)",https://api.nga.gov/iiif/b95a9525-11d8-4e03-bca4-a8b02a8d8aac/full/max/0/default.jpg,NGA-b95a9525-11d8-4e03-bca4-a8b02a8d8aac
42427,,Girl in a Pink Dress,1790.0,1790.0,Oil on canvas,"overall: 101.8 x 72.1 cm (40 1/16 x 28 3/8 in.)
framed: 112.7 x 83.2 x 4.2 cm (44 3/8 x 32 3/4 x 1 5/8 in.)",Painting,750,The Beardsley Limner,Beardsley Limner,"American, active 1785/1805",1725.0,1845.0,American,Q21497617,artist,painter,b5a25512-bc7d-449c-ba5b-fd091ae27ec0,primary,,42427,"The Beardsley Limner (American, active 1785/1805)",https://api.nga.gov/iiif/b5a25512-bc7d-449c-ba5b-fd091ae27ec0/full/max/0/default.jpg,NGA-b5a25512-bc7d-449c-ba5b-fd091ae27ec0
42431,,Mr. Day,1835.0,1835.0,Oil on canvas,"overall: 83 x 71.2 cm (32 11/16 x 28 1/16 in.)
framed: 102.2 x 90.1 x 6.3 cm (40 1/4 x 35 1/2 x 2 1/2 in.)",Painting,1781,Ammi Phillips,Phillips,"American, 1788 - 1865",1788.0,1865.0,American,Q2843640,artist,artist,55224bb5-93cb-4862-a792-285403613567,primary,,42431,"Ammi Phillips (American, 1788-1865)",https://api.nga.gov/iiif/55224bb5-93cb-4862-a792-285403613567/full/max/0/default.jpg,NGA-55224bb5-93cb-4862-a792-285403613567
42432,,Mrs. Day,1835.0,1835.0,Oil on canvas,"overall: 82.5 x 71.2 cm (32 1/2 x 28 1/16 in.)
framed: 101.6 x 90.2 x 6 cm (40 x 35 1/2 x 2 3/8 in.)",Painting,1781,Ammi Phillips,Phillips,"American, 1788 - 1865",1788.0,1865.0,American,Q2843640,artist,artist,7c998597-f6d8-44f4-b688-8094f35cd0ef,primary,,42432,"Ammi Phillips (American, 1788-1865)",https://api.nga.gov/iiif/7c998597-f6d8-44f4-b688-8094f35cd0ef/full/max/0/default.jpg,NGA-7c998597-f6d8-44f4-b688-8094f35cd0ef
42433,,Henry Teller,1835.0,1835.0,Oil on canvas,"overall: 84.7 x 68.5 cm (33 3/8 x 26 15/16 in.)
framed: 92.7 x 79 x 7.6 cm (36 1/2 x 31 1/8 x 3 in.)",Painting,1781,Ammi Phillips,Phillips,"American, 1788 - 1865",1788.0,1865.0,American,Q2843640,artist,artist,4278f612-1aae-4c93-983c-9e3b282a847e,primary,,42433,"Ammi Phillips (American, 1788-1865)",https://api.nga.gov/iiif/4278f612-1aae-4c93-983c-9e3b282a847e/full/max/0/default.jpg,NGA-4278f612-1aae-4c93-983c-9e3b282a847e
42438,,Elizabeth Denison,1790.0,1790.0,Oil on canvas,"overall: 85.4 x 67.6 cm (33 5/8 x 26 5/8 in.)
framed: 102.2 x 90.5 x 4.4 cm (40 1/4 x 35 5/8 x 1 3/4 in.)",Painting,5516,The Denison Limner,Denison Limner,"American, active c. 1790",1710.0,1850.0,American,Q21498324,artist,painter,3ba6e188-393a-46ce-b7ec-9b4805a0493a,primary,,42438,"The Denison Limner (American, active c. 1790)",https://api.nga.gov/iiif/3ba6e188-393a-46ce-b7ec-9b4805a0493a/full/max/0/default.jpg,NGA-3ba6e188-393a-46ce-b7ec-9b4805a0493a
42438,,Elizabeth Denison,1790.0,1790.0,Oil on canvas,"overall: 85.4 x 67.6 cm (33 5/8 x 26 5/8 in.)
framed: 102.2 x 90.5 x 4.4 cm (40 1/4 x 35 5/8 x 1 3/4 in.)",Painting,6889,Joseph Steward,Steward,"American, 1753 - 1822",1753.0,1822.0,American,Q6287192,artist,painter,3ba6e188-393a-46ce-b7ec-9b4805a0493a,primary,,42438,"Joseph Steward (American, 1753-1822)",https://api.nga.gov/iiif/3ba6e188-393a-46ce-b7ec-9b4805a0493a/full/max/0/default.jpg,NGA-3ba6e188-393a-46ce-b7ec-9b4805a0493a
42440,,Woman in Red Arrowback Chair,1836.0,1840.0,Oil on canvas,"overall: 80 x 70.5 cm (31 1/2 x 27 3/4 in.)
framed: 91.1 x 81.9 x 2.9 cm (35 7/8 x 32 1/4 x 1 1/8 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,b898997c-b05d-474f-aca9-c8a24b667d80,primary,,42440,American 19th Century,https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80/full/max/0/default.jpg,NGA-b898997c-b05d-474f-aca9-c8a24b667d80
42447,,Sophia Burpee Conant,1813.0,1813.0,Oil on canvas,"overall: 56.2 x 43.2 cm (22 1/8 x 17 in.)
framed: 68.6 x 55.2 x 6.9 cm (27 x 21 3/4 x 2 11/16 in.)",Painting,6720,The Conant Limner,Conant Limner,"American, active c. 1813",1733.0,1873.0,American,Q21498216,artist,painter,e2e17c16-8519-4de5-a84e-4612f858a617,primary,,42447,"The Conant Limner (American, active c. 1813)",https://api.nga.gov/iiif/e2e17c16-8519-4de5-a84e-4612f858a617/full/max/0/default.jpg,NGA-e2e17c16-8519-4de5-a84e-4612f858a617
42450,,Sophia Mead,1845.0,1845.0,Oil on canvas,"overall: 76.5 x 63.8 cm (30 1/8 x 25 1/8 in.)
framed: 92.7 x 80 x 5 cm (36 1/2 x 31 1/2 x 1 15/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,05389c46-2ce6-41ea-a7d7-028040b66893,primary,,42450,American 19th Century,https://api.nga.gov/iiif/05389c46-2ce6-41ea-a7d7-028040b66893/full/max/0/default.jpg,NGA-05389c46-2ce6-41ea-a7d7-028040b66893
42451,,Possibly Harlan Page,1815.0,1815.0,Oil on wood,"overall: 59.1 x 48.9 cm (23 1/4 x 19 1/4 in.)
framed: 72.7 x 63.5 x 6.9 cm (28 5/8 x 25 x 2 11/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,f818c915-76e8-4c16-9437-2ccbf1fbdc80,primary,,42451,American 19th Century,https://api.nga.gov/iiif/f818c915-76e8-4c16-9437-2ccbf1fbdc80/full/max/0/default.jpg,NGA-f818c915-76e8-4c16-9437-2ccbf1fbdc80
42458,,John Stone,1845.0,1845.0,Oil on canvas,"overall: 77 x 61 cm (30 5/16 x 24 in.)
framed: 89.5 x 73 x 5 cm (35 1/4 x 28 3/4 x 1 15/16 in.)",Painting,1879,Thomas Skynner,Skynner,"American, active 1840/1852",1772.0,1900.0,American,,artist,artist,5cc0d032-68f5-4a3a-be76-dd5fb1d7f9a6,primary,,42458,"Thomas Skynner (American, active 1840/1852)",https://api.nga.gov/iiif/5cc0d032-68f5-4a3a-be76-dd5fb1d7f9a6/full/max/0/default.jpg,NGA-5cc0d032-68f5-4a3a-be76-dd5fb1d7f9a6
42460,,Charles Adams Wheeler,1790.0,1790.0,Oil on canvas,"overall: 107.3 x 76.8 cm (42 1/4 x 30 1/4 in.)
framed: 118.7 x 87.9 x 5.4 cm (46 3/4 x 34 5/8 x 2 1/8 in.)",Painting,750,The Beardsley Limner,Beardsley Limner,"American, active 1785/1805",1725.0,1845.0,American,Q21497617,artist,painter,52dbedec-0e89-4e69-b819-37483e3edd02,primary,,42460,"The Beardsley Limner (American, active 1785/1805)",https://api.nga.gov/iiif/52dbedec-0e89-4e69-b819-37483e3edd02/full/max/0/default.jpg,NGA-52dbedec-0e89-4e69-b819-37483e3edd02
42467,,Little Girl with Flower Basket,1830.0,1830.0,Oil on wood,"overall: 35.6 x 26 cm (14 x 10 1/4 in.)
framed: 39.3 x 30.4 x 2.5 cm (15 1/2 x 11 15/16 x 1 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,0e5ffeec-831f-4d94-ab9c-7501713299a3,primary,,42467,American 19th Century,https://api.nga.gov/iiif/0e5ffeec-831f-4d94-ab9c-7501713299a3/full/max/0/default.jpg,NGA-0e5ffeec-831f-4d94-ab9c-7501713299a3
42479,,Old Man in Red Slat Back Chair,1836.0,1840.0,Oil on canvas,"overall: 80 x 70.5 cm (31 1/2 x 27 3/4 in.)
framed: 90.1 x 80.6 x 3.8 cm (35 1/2 x 31 3/4 x 1 1/2 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,e48f662c-51d1-4a2f-b26f-5597acc9eb7c,primary,,42479,American 19th Century,https://api.nga.gov/iiif/e48f662c-51d1-4a2f-b26f-5597acc9eb7c/full/max/0/default.jpg,NGA-e48f662c-51d1-4a2f-b26f-5597acc9eb7c
42481,,The Colonel,1865.0,1865.0,Oil on wood,overall (oval): 53.1 x 40 cm (20 7/8 x 15 3/4 in.),Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,05ec733e-4800-46bf-9a25-5e56c64224f8,primary,,42481,American 19th Century,https://api.nga.gov/iiif/05ec733e-4800-46bf-9a25-5e56c64224f8/full/max/0/default.jpg,NGA-05ec733e-4800-46bf-9a25-5e56c64224f8
42483,,Samuel Griffin,1809.0,1809.0,Oil on canvas,"overall: 75.6 x 63.3 cm (29 3/4 x 24 15/16 in.)
framed: 83.5 x 71.1 x 5.3 cm (32 7/8 x 28 x 2 1/16 in.)",Painting,5521,William Dunlap,Dunlap,"American, 1766 - 1839",1766.0,1839.0,American,Q2578528,artist,artist,7d7c08a8-e852-46b8-a027-ef73ea01f416,primary,,42483,"William Dunlap (American, 1766-1839)",https://api.nga.gov/iiif/7d7c08a8-e852-46b8-a027-ef73ea01f416/full/max/0/default.jpg,NGA-7d7c08a8-e852-46b8-a027-ef73ea01f416
42485,,Profile Portrait of a Man,1835.0,1840.0,Oil on wood,"overall: 22.7 x 17.4 cm (8 15/16 x 6 7/8 in.)
framed: 26.5 x 22.5 x 2.5 cm (10 7/16 x 8 7/8 x 1 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,23cea3ae-dfb5-4057-b45c-d851596d032e,primary,,42485,American 19th Century,https://api.nga.gov/iiif/23cea3ae-dfb5-4057-b45c-d851596d032e/full/max/0/default.jpg,NGA-23cea3ae-dfb5-4057-b45c-d851596d032e
42486,,Profile Portrait of a Lady,1835.0,1840.0,Oil on wood,"overall: 22.9 x 17.5 cm (9 x 6 7/8 in.)
framed: 26.5 x 22.3 x 3.3 cm (10 7/16 x 8 3/4 x 1 5/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,a17b9f80-ae1e-4674-9c2c-d09dbeea6e46,primary,,42486,American 19th Century,https://api.nga.gov/iiif/a17b9f80-ae1e-4674-9c2c-d09dbeea6e46/full/max/0/default.jpg,NGA-a17b9f80-ae1e-4674-9c2c-d09dbeea6e46
42489,,"Attack on Bunker's Hill, with the Burning of Charles Town",1783.0,1783.0,Oil on canvas,"overall: 53.3 x 70.8 cm (21 x 27 7/8 in.)
framed: 60.3 x 77.4 x 3.8 cm (23 3/4 x 30 1/2 x 1 1/2 in.)",Painting,2818,American 18th Century,American 18th Century,,1700.0,1799.0,American,,artist,artist,887b3c98-f27b-469a-a98a-c8d013d0cca8,primary,,42489,American 18th Century,https://api.nga.gov/iiif/887b3c98-f27b-469a-a98a-c8d013d0cca8/full/max/0/default.jpg,NGA-887b3c98-f27b-469a-a98a-c8d013d0cca8
42494,,Christ and the Woman of Samaria,1720.0,1740.0,Oil on canvas,"overall: 51.5 x 66.4 cm (20 1/4 x 26 1/8 in.)
framed: 60.9 x 75.5 x 3.8 cm (24 x 29 3/4 x 1 1/2 in.)",Painting,2818,American 18th Century,American 18th Century,,1700.0,1799.0,American,,artist,artist,2eb9f5fc-772a-4839-8694-00bc5bfdbf2a,primary,,42494,American 18th Century,https://api.nga.gov/iiif/2eb9f5fc-772a-4839-8694-00bc5bfdbf2a/full/max/0/default.jpg,NGA-2eb9f5fc-772a-4839-8694-00bc5bfdbf2a
42914,,Daniel Webster,1850.0,1850.0,Oil on canvas,"overall: 91.7 x 73.8 cm (36 1/8 x 29 1/16 in.)
framed: 120 x 102.2 x 10.2 cm (47 1/4 x 40 1/4 x 4 in.)",Painting,1452,James Reid Lambdin,Lambdin,"American, 1807 - 1889",1807.0,1889.0,American,Q13629171,artist,painter,20f41a42-c398-40dc-bd6a-c60890eb3ef2,primary,,42914,"James Reid Lambdin (American, 1807-1889)",https://api.nga.gov/iiif/20f41a42-c398-40dc-bd6a-c60890eb3ef2/full/max/0/default.jpg,NGA-20f41a42-c398-40dc-bd6a-c60890eb3ef2
42917,,Portrait of a Quaker,1795.0,1795.0,Oil on canvas,"overall: 71.2 x 56.1 cm (28 1/16 x 22 1/16 in.)
framed: 83.2 x 67.6 x 2.9 cm (32 3/4 x 26 5/8 x 1 1/8 in.)",Painting,6895,Adolph-Ulrich Wertmüller,Wertmüller,"Swedish, 1751 - 1811",1751.0,1811.0,Swedish,Q116418,artist,painter,10134bcf-8281-4ac8-885c-54588dd068a0,primary,,42917,"Adolph-Ulrich Wertmüller (Swedish, 1751-1811)",https://api.nga.gov/iiif/10134bcf-8281-4ac8-885c-54588dd068a0/full/max/0/default.jpg,NGA-10134bcf-8281-4ac8-885c-54588dd068a0
42918,,Henry Eichholtz Leman,1835.0,1835.0,Oil on canvas,"overall: 76.5 x 64.2 cm (30 1/8 x 25 1/4 in.)
framed: 97.8 x 85.4 x 7.6 cm (38 1/2 x 33 5/8 x 3 in.)",Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,6b86674b-c890-47f4-8782-7c875bba5c21,primary,,42918,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21/full/max/0/default.jpg,NGA-6b86674b-c890-47f4-8782-7c875bba5c21
42922,,William Constable,1796.0,1796.0,Oil on canvas,"overall: 73.8 x 61.2 cm (29 1/16 x 24 1/8 in.)
framed: 97.8 x 84.1 x 8.3 cm (38 1/2 x 33 1/8 x 3 1/4 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,d6c0bee5-aac4-47aa-aff8-97d4cfead40f,primary,,42922,Anonymous Artist,https://api.nga.gov/iiif/d6c0bee5-aac4-47aa-aff8-97d4cfead40f/full/max/0/default.jpg,NGA-d6c0bee5-aac4-47aa-aff8-97d4cfead40f
42922,,William Constable,1796.0,1796.0,Oil on canvas,"overall: 73.8 x 61.2 cm (29 1/16 x 24 1/8 in.)
framed: 97.8 x 84.1 x 8.3 cm (38 1/2 x 33 1/8 x 3 1/4 in.)",Painting,1911,Gilbert Stuart,Stuart,"American, 1755 - 1828",1755.0,1828.0,American,Q41402,artist,artist after,d6c0bee5-aac4-47aa-aff8-97d4cfead40f,primary,,42922,"After Gilbert Stuart (American, 1755-1828)",https://api.nga.gov/iiif/d6c0bee5-aac4-47aa-aff8-97d4cfead40f/full/max/0/default.jpg,NGA-d6c0bee5-aac4-47aa-aff8-97d4cfead40f
43201,,Mr. Forbes,1780.0,1790.0,Oil on canvas,"overall: 76.4 x 63.5 cm (30 1/16 x 25 in.)
framed: 94.3 x 81.9 x 7.6 cm (37 1/8 x 32 1/4 x 3 in.)",Painting,1835,George Romney,Romney,"British, 1734 - 1802",1734.0,1802.0,British,Q371280,artist,artist,829e4217-6765-4535-91c3-b55c9e35c89b,primary,,43201,"George Romney (British, 1734-1802)",https://api.nga.gov/iiif/829e4217-6765-4535-91c3-b55c9e35c89b/full/max/0/default.jpg,NGA-829e4217-6765-4535-91c3-b55c9e35c89b
43436,,Probably Annis Cook Holding an Apple,1830.0,1830.0,Oil on wood,"overall: 81.9 x 59.5 cm (32 1/4 x 23 7/16 in.)
framed: 97.8 x 75.9 x 8.8 cm (38 1/2 x 29 7/8 x 3 7/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,50b19d53-c25b-4d6b-b622-f3965ed553fc,primary,,43436,American 19th Century,https://api.nga.gov/iiif/50b19d53-c25b-4d6b-b622-f3965ed553fc/full/max/0/default.jpg,NGA-50b19d53-c25b-4d6b-b622-f3965ed553fc
43442,,Eliza Wells,1840.0,1840.0,Oil on canvas,"overall: 64.1 x 59.6 cm (25 1/4 x 23 7/16 in.)
framed: 78.7 x 74.9 x 4.4 cm (31 x 29 1/2 x 1 3/4 in.)",Painting,1898,Abram Ross Stanley,Stanley,"American, 1816 - 1875",1816.0,1875.0,American,Q21403118,artist,artist,20b28f66-f159-42fb-b5c1-2debf595db14,primary,,43442,"Abram Ross Stanley (American, 1816-1875)",https://api.nga.gov/iiif/20b28f66-f159-42fb-b5c1-2debf595db14/full/max/0/default.jpg,NGA-20b28f66-f159-42fb-b5c1-2debf595db14
